,ID,STATION,DATE,MIN_TEMP,MAX_TEMP,MAX_WIND_DIRECTION,MAX_WIND_SPEED,MAX_WIND_TIME,RAINFALL_AMOUNT_24HR,RAINFALL_AMOUNT_YEAR_TO_DATE,TIMESTAMP
21545,21545,MAE HONG SON,1/14/2017,14.1,28.9,ESE,16.68,18:38:00,,11.1,11/13/2020 7:44
21654,21654,MAE HONG SON,1/15/2017,11.5,29,E,14.83,18:44:00,,11.1,11/13/2020 7:44
21870,21870,MAE HONG SON,1/17/2017,14,30.1,ESE,12.97,18:42:00,,11.1,11/13/2020 7:44
21977,21977,MAE HONG SON,1/18/2017,14.4,30.7,SE,14.83,18:41:00,,11.1,11/13/2020 7:44
22196,22196,MAE HONG SON,1/20/2017,16.5,31.7,E,14.83,18:16:00,,11.1,11/13/2020 7:44
22305,22305,MAE HONG SON,1/21/2017,17.5,31.4,SSE,12.97,19:16:00,,11.1,11/13/2020 7:44
22410,22410,MAE HONG SON,1/22/2017,18.5,32.3,N,20.39,14:50:00,,11.1,11/13/2020 7:44
22518,22518,MAE HONG SON,1/23/2017,17,31.1,NW,14.83,17:04:00,,11.1,11/13/2020 7:44
22628,22628,MAE HONG SON,1/24/2017,16.7,31.2,ESE,12.97,18:47:00,,11.1,11/13/2020 7:44
22733,22733,MAE HONG SON,1/25/2017,16.4,32.1,W,20.39,13:25:00,,11.1,11/13/2020 7:44
22844,22844,MAE HONG SON,1/26/2017,15.1,31.4,W,14.83,16:00:00,,11.1,11/13/2020 7:44
22951,22951,MAE HONG SON,1/27/2017,14.8,31.5,SSE,16.68,19:10:00,,11.1,11/13/2020 7:44
23049,23049,MAE HONG SON,1/28/2017,16.2,30.8,ESE,16.68,18:24:00,,11.1,11/13/2020 7:44
23151,23151,MAE HONG SON,1/29/2017,15.5,30.9,ESE,14.83,18:12:00,,11.1,11/13/2020 7:44
23258,23258,MAE HONG SON,1/30/2017,14.8,31.2,SE,16.68,18:53:00,,11.1,11/13/2020 7:44
23365,23365,MAE HONG SON,1/31/2017,16.2,31.7,WNW,20.39,14:33:00,,11.1,11/13/2020 7:44
23471,23471,MAE HONG SON,2/1/2017,15.6,31.8,NE,12.97,14:24:00,,11.1,11/13/2020 7:44
23580,23580,MAE HONG SON,2/2/2017,16.1,32.2,SE,12.97,19:23:00,,11.1,11/13/2020 7:44
23684,23684,MAE HONG SON,2/3/2017,15.5,31.7,SE,18.53,16:00:00,,11.1,11/13/2020 7:44
23787,23787,MAE HONG SON,2/4/2017,15,33.1,WNW,18.53,14:01:00,,11.1,11/13/2020 7:44
23889,23889,MAE HONG SON,2/5/2017,12.8,32,SE,20.39,18:48:00,,11.1,11/13/2020 7:44
24002,24002,MAE HONG SON,2/6/2017,12.9,32.3,WNW,12.97,14:13:00,,11.1,11/13/2020 7:44
24228,24228,MAE HONG SON,2/8/2017,13.2,32.1,ESE,14.83,18:46:00,,11.1,11/13/2020 7:44
24332,24332,MAE HONG SON,2/9/2017,13.6,33.3,ESE,14.83,18:32:00,,11.1,11/13/2020 7:44
24439,24439,MAE HONG SON,2/10/2017,15.2,33.6,SSE,16.68,18:49:00,,11.1,11/13/2020 7:44
24539,24539,MAE HONG SON,2/11/2017,15.2,33.5,WNW,18.53,16:08:00,,11.1,11/13/2020 7:44
24644,24644,MAE HONG SON,2/12/2017,15.8,32.7,SE,16.68,18:55:00,,11.1,11/13/2020 7:44
24744,24744,MAE HONG SON,2/13/2017,17,32.7,W,14.83,15:54:00,,11.1,11/13/2020 7:44
24852,24852,MAE HONG SON,2/14/2017,17.8,32.2,SE,14.83,18:52:00,,11.1,11/13/2020 7:44
24967,24967,MAE HONG SON,2/15/2017,17.1,31.7,N,14.83,16:43:00,,11.1,11/13/2020 7:44
25076,25076,MAE HONG SON,2/16/2017,16.5,32,N,12.97,14:41:00,,11.1,11/13/2020 7:44
25184,25184,MAE HONG SON,2/17/2017,16,32.8,E,12.97,19:24:00,,11.1,11/13/2020 7:44
25295,25295,MAE HONG SON,2/18/2017,15.6,33.2,NE,14.83,18:53:00,,11.1,11/13/2020 7:44
25399,25399,MAE HONG SON,2/19/2017,16.6,33.7,ESE,14.83,18:34:00,,11.1,11/13/2020 7:44
25508,25508,MAE HONG SON,2/20/2017,16.6,34,W,22.24,12:34:00,,11.1,11/13/2020 7:44
25612,25612,MAE HONG SON,2/21/2017,14.8,33.9,W,16.68,13:42:00,,11.1,11/13/2020 7:44
25718,25718,MAE HONG SON,2/22/2017,15.6,35.4,W,18.53,13:37:00,,11.1,11/13/2020 7:44
25825,25825,MAE HONG SON,2/23/2017,14.4,36.5,NW,14.83,16:21:00,,11.1,11/13/2020 7:44
25934,25934,MAE HONG SON,2/24/2017,14.7,37.2,WNW,16.68,14:28:00,,11.1,11/13/2020 7:44
26033,26033,MAE HONG SON,2/25/2017,15.3,36.3,W,20.39,15:07:00,,11.1,11/13/2020 7:44
26140,26140,MAE HONG SON,2/26/2017,14.8,36,W,16.68,13:59:00,,11.1,11/13/2020 7:44
26345,26345,MAE HONG SON,2/28/2017,14.1,36.6,E,16.68,19:21:00,,11.1,11/13/2020 7:44
26452,26452,MAE HONG SON,3/1/2017,14.4,36.5,WNW,14.83,15:29:00,,11.1,11/13/2020 7:44
26561,26561,MAE HONG SON,3/2/2017,15.2,36.2,W,16.68,13:58:00,,11.1,11/13/2020 7:44
26667,26667,MAE HONG SON,3/3/2017,16.2,36.2,ESE,14.83,14:24:00,,11.1,11/13/2020 7:44
26983,26983,MAE HONG SON,3/6/2017,15.6,37,W,16.68,15:32:00,,11.1,11/13/2020 7:44
27090,27090,MAE HONG SON,3/7/2017,16.4,36.9,SE,14.83,19:40:00,,11.1,11/13/2020 7:44
27194,27194,MAE HONG SON,3/8/2017,17.5,37,W,16.68,14:28:00,,11.1,11/13/2020 7:44
27297,27297,MAE HONG SON,3/9/2017,20.6,37.4,WNW,22.24,15:53:00,,11.1,11/13/2020 7:44
27404,27404,MAE HONG SON,3/10/2017,24.5,37,WNW,24.09,21:08:00,,11.1,11/13/2020 7:44
27507,27507,MAE HONG SON,3/11/2017,21.5,38,SSW,25.95,19:02:00,,11.1,11/13/2020 7:44
27611,27611,MAE HONG SON,3/12/2017,21,38,W,29.65,15:54:00,,11.1,11/13/2020 7:44
27719,27719,MAE HONG SON,3/13/2017,19.5,37,N,16.68,13:35:00,,11.1,11/13/2020 7:44
27825,27825,MAE HONG SON,3/15/2017,18.5,37.4,SSE,14.83,14:31:00,,11.1,11/13/2020 7:44
27929,27929,MAE HONG SON,3/16/2017,16.5,38,W,16.68,15:59:00,,11.1,11/13/2020 7:44
28033,28033,MAE HONG SON,3/17/2017,18.8,38.4,W,20.39,13:23:00,,11.1,11/13/2020 7:44
28132,28132,MAE HONG SON,3/18/2017,18.9,37.9,S,14.83,20:28:00,,11.1,11/13/2020 7:44
28230,28230,MAE HONG SON,3/19/2017,18.4,36.5,E,12.97,19:26:00,,11.1,11/13/2020 7:44
28331,28331,MAE HONG SON,3/14/2017,18.1,36.9,WNW,18.53,15:16:00,,11.1,11/13/2020 7:44
28449,28449,MAE HONG SON,3/20/2017,19.6,37.8,W,14.83,16:58:00,,11.1,11/13/2020 7:44
28547,28547,MAE HONG SON,3/21/2017,22.4,35.7,W,22.24,16:51:00,,11.1,11/13/2020 7:44
28651,28651,MAE HONG SON,3/22/2017,16.5,36.4,ESE,18.53,19:19:00,,11.1,11/13/2020 7:44
28960,28960,MAE HONG SON,3/25/2017,19.5,39,S,16.68,12:47:00,,11.1,11/13/2020 7:44
29065,29065,MAE HONG SON,3/26/2017,19.7,39,E,16.68,19:08:00,,11.1,11/13/2020 7:44
29165,29165,MAE HONG SON,3/27/2017,19.4,39.2,WNW,16.68,14:11:00,,11.1,11/13/2020 7:44
29268,29268,MAE HONG SON,3/28/2017,23,39,W,12.97,12:48:00,,11.1,11/13/2020 7:44
29374,29374,MAE HONG SON,3/29/2017,23.1,39.5,W,16.68,13:02:00,,11.1,11/13/2020 7:44
29478,29478,MAE HONG SON,3/30/2017,21.2,39.6,E,16.68,14:42:00,,11.1,11/13/2020 7:44
29573,29573,MAE HONG SON,3/31/2017,21.3,38.7,ESE,20.39,13:09:00,,11.1,11/13/2020 7:44
29675,29675,MAE HONG SON,4/1/2017,22.4,38.7,W,14.83,15:51:00,0.2,11.3,11/13/2020 7:44
29775,29775,MAE HONG SON,4/2/2017,25,38.2,WNW,20.39,14:51:00,,11.3,11/13/2020 7:44
29885,29885,MAE HONG SON,4/3/2017,24.8,38.4,WNW,20.39,14:13:00,1,12.3,11/13/2020 7:44
29987,29987,MAE HONG SON,4/4/2017,21.5,37.7,NW,31.51,15:04:00,,12.3,11/13/2020 7:44
30083,30083,MAE HONG SON,4/5/2017,20,37.7,SE,14.83,20:09:00,,12.3,11/13/2020 7:44
30174,30174,MAE HONG SON,4/6/2017,20.3,39.2,SE,12.97,14:45:00,,12.3,11/13/2020 7:44
30272,30272,MAE HONG SON,4/7/2017,21.5,40.9,W,16.68,13:01:00,,12.3,11/13/2020 7:44
30371,30371,MAE HONG SON,4/8/2017,23.4,42,SE,18.53,15:21:00,,12.3,11/13/2020 7:44
30474,30474,MAE HONG SON,4/9/2017,26.5,40.5,SE,14.83,9:40:00,,12.3,11/13/2020 7:44
30579,30579,MAE HONG SON,4/10/2017,26.8,41.7,SSE,22.24,19:23:00,,12.3,11/13/2020 7:44
30783,30783,MAE HONG SON,4/12/2017,25.5,41.6,SSE,16.68,17:32:00,,12.3,11/13/2020 7:44
30889,30889,MAE HONG SON,4/13/2017,28,39.7,W,24.09,15:15:00,,12.3,11/13/2020 7:44
31096,31096,MAE HONG SON,4/15/2017,23,32.9,NNW,18.53,18:05:00,8.6,21.8,11/13/2020 7:44
31195,31195,MAE HONG SON,4/16/2017,21.9,30.5,WNW,12.97,16:18:00,6.9,28.7,11/13/2020 7:44
31299,31299,MAE HONG SON,4/17/2017,22,31.2,SE,25.95,12:07:00,7.6,36.3,11/13/2020 7:44
31402,31402,MAE HONG SON,4/18/2017,22.6,37,SSE,12.97,13:11:00,,36.3,11/13/2020 7:44
31506,31506,MAE HONG SON,4/19/2017,21.5,38.1,WNW,16.68,13:01:00,,36.3,11/13/2020 7:44
31610,31610,MAE HONG SON,4/20/2017,24,37.6,SE,20.39,9:21:00,,36.3,11/13/2020 7:44
31711,31711,MAE HONG SON,4/21/2017,22.3,37.4,W,18.53,15:41:00,,36.3,11/13/2020 7:44
31917,31917,MAE HONG SON,4/23/2017,23.2,37.2,W,24.09,16:50:00,,36.3,11/13/2020 7:44
32025,32025,MAE HONG SON,4/24/2017,23.3,37.6,W,22.24,12:09:00,,36.3,11/13/2020 7:44
32233,32233,MAE HONG SON,4/27/2017,25.5,41,SSE,16.68,13:50:00,,36.3,11/13/2020 7:44
32334,32334,MAE HONG SON,4/28/2017,26.2,41.7,N,44.48,22:00:00,18.2,54.5,11/13/2020 7:44
32434,32434,MAE HONG SON,4/29/2017,21.6,37.7,NE,33.36,21:34:00,,54.5,11/13/2020 7:44
32540,32540,MAE HONG SON,4/30/2017,22.3,38.5,SE,14.83,20:38:00,,54.5,11/13/2020 7:44
32647,32647,MAE HONG SON,5/1/2017,24.2,39.6,WNW,37.07,17:10:00,24.4,78.9,11/13/2020 7:44
32853,32853,MAE HONG SON,5/3/2017,24.4,39.5,ESE,16.68,19:17:00,,78.9,11/13/2020 7:44
32954,32954,MAE HONG SON,5/4/2017,24.9,41.5,N,25.95,21:21:00,,78.9,11/13/2020 7:44
33060,33060,MAE HONG SON,5/5/2017,25,38.2,SSW,20.39,16:21:00,0.1,79,11/13/2020 7:44
33269,33269,MAE HONG SON,5/7/2017,22.1,38.7,N,50.04,16:42:00,,79,11/13/2020 7:44
33372,33372,MAE HONG SON,5/8/2017,21.5,38.5,SE,16.68,19:05:00,,79,11/13/2020 7:44
33481,33481,MAE HONG SON,5/9/2017,21.7,39.8,SE,27.8,17:06:00,7.5,86.5,11/13/2020 7:44
33578,33578,MAE HONG SON,5/10/2017,22,38.6,NNE,25.95,21:49:00,1.3,87.8,11/13/2020 7:44
33780,33780,MAE HONG SON,5/12/2017,24.8,35.3,NNW,24.09,13:58:00,,87.8,11/13/2020 7:44
33883,33883,MAE HONG SON,5/13/2017,24.1,39.1,NNW,35.21,17:13:00,8.7,96.5,11/13/2020 7:44
33985,33985,MAE HONG SON,5/14/2017,22.9,37.8,SSE,16.68,16:01:00,,96.5,11/13/2020 7:44
34186,34186,MAE HONG SON,5/16/2017,24.5,35.5,NW,22.24,13:12:00,0.5,97,11/13/2020 7:44
34288,34288,MAE HONG SON,5/17/2017,25.3,29.9,SW,29.65,12:07:00,2.4,99.4,11/13/2020 7:44
34483,34483,MAE HONG SON,5/19/2017,26.1,37.4,SW,14.83,18:37:00,,118.9,11/13/2020 7:44
34587,34587,MAE HONG SON,5/20/2017,25.2,38,SSE,16.68,14:29:00,,118.9,11/13/2020 7:44
34696,34696,MAE HONG SON,5/21/2017,27,39.7,NW,27.8,17:34:00,,118.9,11/13/2020 7:44
34794,34794,MAE HONG SON,5/24/2017,25.5,38.5,S,20.39,15:41:00,,121.3,11/13/2020 7:44
35094,35094,MAE HONG SON,5/26/2017,26,38.2,ESE,31.51,16:57:00,,121.3,11/13/2020 7:44
35211,35211,MAE HONG SON,5/27/2017,25.1,37.7,ESE,37.07,13:18:00,17.5,138.8,11/13/2020 7:44
35327,35327,MAE HONG SON,5/28/2017,25.7,36.1,SE,24.09,21:13:00,,138.8,11/13/2020 7:44
35443,35443,MAE HONG SON,5/29/2017,25.4,31.4,E,16.68,11:57:00,9,147.8,11/13/2020 7:44
35557,35557,MAE HONG SON,5/31/2017,25.6,33.4,ENE,12.97,14:01:00,15.4,166.1,11/13/2020 7:44
35658,35658,MAE HONG SON,5/22/2017,26,40,E,35.21,16:13:00,2.4,121.3,11/13/2020 7:44
35777,35777,MAE HONG SON,5/23/2017,26,40.3,N,35.21,17:43:00,,121.3,11/13/2020 7:44
35896,35896,MAE HONG SON,4/26/2017,23,40.5,SE,20.39,21:22:00,,36.3,11/13/2020 7:44
36015,36015,MAE HONG SON,6/1/2017,25,35.8,SSE,22.24,17:48:00,,166.1,11/13/2020 7:44
36216,36216,MAE HONG SON,6/3/2017,25.2,39,SW,27.8,12:42:00,,166.1,11/13/2020 7:44
36313,36313,MAE HONG SON,6/4/2017,25.7,38.5,WSW,27.8,17:37:00,,166.1,11/13/2020 7:44
36411,36411,MAE HONG SON,6/5/2017,25.4,36,SE,18.53,18:30:00,,166.1,11/13/2020 7:44
36512,36512,MAE HONG SON,6/6/2017,25.1,37.9,NNE,38.92,15:56:00,,166.1,11/13/2020 7:44
36614,36614,MAE HONG SON,6/7/2017,26.2,35.5,SE,24.09,13:42:00,13.5,179.6,11/13/2020 7:44
36712,36712,MAE HONG SON,6/8/2017,24.4,33.1,N,14.83,14:27:00,8.1,187.7,11/13/2020 7:44
36812,36812,MAE HONG SON,6/9/2017,24.4,34.5,WSW,20.39,16:55:00,2.8,190.5,11/13/2020 7:44
36917,36917,MAE HONG SON,6/10/2017,24.7,30.9,S,14.83,17:31:00,1.5,192,11/13/2020 7:44
37113,37113,MAE HONG SON,6/12/2017,24.1,28.2,N,12.97,12:56:00,6.1,202.1,11/13/2020 7:44
37216,37216,MAE HONG SON,6/13/2017,23.5,29.8,W,11.12,11:38:00,7.2,209.3,11/13/2020 7:44
37320,37320,MAE HONG SON,6/14/2017,24.6,32,SSE,18.53,19:33:00,18.8,228.1,11/13/2020 7:44
37413,37413,MAE HONG SON,6/15/2017,23.8,30.8,SE,16.68,14:45:00,1.6,229.7,11/13/2020 7:44
37618,37618,MAE HONG SON,6/17/2017,24.9,33,S,18.53,20:10:00,13.2,242.9,11/13/2020 7:44
37720,37720,MAE HONG SON,6/18/2017,23.4,31.7,ESE,20.39,16:35:00,32.4,275.3,11/13/2020 7:44
37822,37822,MAE HONG SON,6/20/2017,24.5,30.1,W,11.12,11:00:00,4.5,285.8,11/13/2020 7:44
37924,37924,MAE HONG SON,6/21/2017,23.5,32.5,SE,25.95,16:22:00,1.3,287.1,11/13/2020 7:44
38025,38025,MAE HONG SON,6/19/2017,23.3,33.2,SE,18.53,14:28:00,6,281.3,11/13/2020 7:44
38145,38145,MAE HONG SON,6/22/2017,23.9,34.2,SSW,12.97,17:11:00,,287.1,11/13/2020 7:44
38251,38251,MAE HONG SON,6/23/2017,24.7,33,W,16.68,14:17:00,,287.1,11/13/2020 7:44
38357,38357,MAE HONG SON,6/24/2017,24.7,34.5,SE,18.53,14:33:00,1,288.1,11/13/2020 7:44
38568,38568,MAE HONG SON,6/26/2017,24.5,35.4,SSE,18.53,16:52:00,0.1,288.2,11/13/2020 7:44
38673,38673,MAE HONG SON,6/27/2017,24.5,35.3,SSE,29.65,18:08:00,0.5,288.7,11/13/2020 7:44
38780,38780,MAE HONG SON,6/28/2017,24.8,35,NW,14.83,17:44:00,0.3,289,11/13/2020 7:44
38988,38988,MAE HONG SON,6/30/2017,24.1,31.2,SSE,18.53,12:11:00,4.3,294.1,11/13/2020 7:44
39091,39091,MAE HONG SON,7/1/2017,24,32,NW,16.68,15:07:00,0.3,294.4,11/13/2020 7:44
39197,39197,MAE HONG SON,7/2/2017,24.1,31.5,SE,18.53,18:36:00,0.1,294.5,11/13/2020 7:44
39404,39404,MAE HONG SON,7/4/2017,24.4,30.1,ESE,16.68,11:43:00,3.3,297.9,11/13/2020 7:44
39612,39612,MAE HONG SON,7/6/2017,23.5,33.4,S,12.97,21:30:00,,298,11/13/2020 7:44
39721,39721,MAE HONG SON,7/7/2017,24.2,33.5,SE,12.97,13:51:00,,298,11/13/2020 7:44
39827,39827,MAE HONG SON,7/8/2017,25,33.2,ESE,20.39,17:26:00,9.4,307.4,11/13/2020 7:44
39934,39934,MAE HONG SON,7/9/2017,23.5,33.3,S,16.68,16:48:00,,307.4,11/13/2020 7:44
40040,40040,MAE HONG SON,7/10/2017,24,32.8,SE,22.24,16:51:00,34.1,341.5,11/13/2020 7:44
40247,40247,MAE HONG SON,7/12/2017,24.5,32.2,E,12.97,11:54:00,17.7,359.3,11/13/2020 7:44
40351,40351,MAE HONG SON,7/13/2017,24,31,W,11.12,12:42:00,30.3,389.6,11/13/2020 7:44
40560,40560,MAE HONG SON,7/15/2017,25.3,31.6,S,16.68,12:10:00,1,390.6,11/13/2020 7:44
40668,40668,MAE HONG SON,7/16/2017,24.2,34.8,SE,20.39,18:50:00,8.2,398.7,11/13/2020 7:44
40774,40774,MAE HONG SON,7/17/2017,24.7,33.8,S,20.39,14:54:00,11.8,410.5,11/13/2020 7:44
40982,40982,MAE HONG SON,7/19/2017,24.5,32.5,SSE,20.39,16:03:00,0.4,413,11/13/2020 7:44
41089,41089,MAE HONG SON,7/20/2017,24.3,32.1,WSW,16.68,13:37:00,1.4,414.4,11/13/2020 7:44
41193,41193,MAE HONG SON,7/21/2017,24.2,31.7,SSE,11.12,17:39:00,0.8,415.2,11/13/2020 7:44
41301,41301,MAE HONG SON,7/22/2017,24.2,32,N,16.68,13:36:00,7.5,422.7,11/13/2020 7:44
41405,41405,MAE HONG SON,7/23/2017,24.1,31.4,S,14.83,13:15:00,7.6,430.3,11/13/2020 7:44
41510,41510,MAE HONG SON,7/24/2017,23.6,31.6,S,14.83,15:13:00,0.1,430.4,11/13/2020 7:44
41715,41715,MAE HONG SON,7/27/2017,23,35.7,SE,29.65,15:36:00,2.2,454.5,11/13/2020 7:44
41813,41813,MAE HONG SON,7/29/2017,22.4,35.6,SE,16.68,19:07:00,,454.6,11/13/2020 7:44
42022,42022,MAE HONG SON,7/31/2017,25.9,34.5,SSE,12.97,13:41:00,2.3,456.9,11/13/2020 7:44
42129,42129,MAE HONG SON,8/1/2017,25.2,33,SSW,22.24,15:04:00,0.4,457.3,11/13/2020 7:44
42235,42235,MAE HONG SON,8/2/2017,25,32.8,ESE,16.68,19:18:00,10.9,468.2,11/13/2020 7:44
42441,42441,MAE HONG SON,8/4/2017,24.6,32.2,SSE,16.68,16:58:00,18.1,491.3,11/13/2020 7:44
42544,42544,MAE HONG SON,8/5/2017,24.3,32.6,SE,16.68,20:14:00,0.3,491.6,11/13/2020 7:44
42647,42647,MAE HONG SON,8/6/2017,24.8,28.9,SSE,27.8,21:14:00,1.5,493.1,11/13/2020 7:44
42849,42849,MAE HONG SON,8/8/2017,23.9,32.9,WSW,5.56,15:18:00,18.2,512.2,11/13/2020 7:44
42956,42956,MAE HONG SON,8/9/2017,24.2,32.5,SSE,24.09,17:13:00,6.8,519,11/13/2020 7:44
43059,43059,MAE HONG SON,8/10/2017,23.1,33.2,SE,16.68,10:12:00,1,520,11/13/2020 7:44
43165,43165,MAE HONG SON,8/11/2017,23.5,33,SE,14.83,14:40:00,18.1,538.1,11/13/2020 7:44
43269,43269,MAE HONG SON,8/12/2017,23.4,33,SSE,14.83,13:12:00,0.1,538.2,11/13/2020 7:44
43376,43376,MAE HONG SON,8/13/2017,24.3,33.2,SE,16.68,12:41:00,,538.2,11/13/2020 7:44
43489,43489,MAE HONG SON,8/14/2017,24.9,31.4,N,11.12,15:02:00,0.7,538.9,11/13/2020 7:44
43698,43698,MAE HONG SON,7/25/2017,24.5,33.6,NW,14.83,16:44:00,8.9,439.3,11/13/2020 7:44
43818,43818,MAE HONG SON,7/28/2017,24.8,34.7,SE,20.39,18:40:00,0.1,454.6,11/13/2020 7:44
43936,43936,MAE HONG SON,8/16/2017,23.7,29.7,ESE,12.97,17:42:00,3.3,548.6,11/13/2020 7:44
44040,44040,MAE HONG SON,8/17/2017,24,31,NNE,18.53,15:14:00,0.2,548.8,11/13/2020 7:44
44148,44148,MAE HONG SON,8/18/2017,23.8,33.2,NNE,16.68,15:32:00,0.1,548.9,11/13/2020 7:44
44251,44251,MAE HONG SON,8/19/2017,24,33,S,14.83,15:18:00,0.8,549.7,11/13/2020 7:44
44350,44350,MAE HONG SON,8/20/2017,24.5,34.3,NNW,25.95,17:00:00,18.2,567.9,11/13/2020 7:44
44455,44455,MAE HONG SON,8/21/2017,23.7,31,SE,16.68,16:39:00,30.4,598.3,11/13/2020 7:44
44673,44673,MAE HONG SON,8/23/2017,23.6,34.2,SSE,14.83,10:54:00,,598.3,11/13/2020 7:44
44778,44778,MAE HONG SON,8/24/2017,25.3,31.5,SE,16.68,21:36:00,2.5,600.8,11/13/2020 7:44
44883,44883,MAE HONG SON,8/25/2017,24.2,30,S,18.53,16:53:00,13.2,614,11/13/2020 7:44
45084,45084,MAE HONG SON,8/27/2017,23,32.7,ESE,16.68,16:59:00,3.3,652.7,11/13/2020 7:44
45186,45186,MAE HONG SON,8/28/2017,24.1,36.1,SE,20.39,17:06:00,,652.7,11/13/2020 7:44
