,ID,STATION,DATE,MIN_TEMP,MAX_TEMP,MAX_WIND_DIRECTION,MAX_WIND_SPEED,MAX_WIND_TIME,RAINFALL_AMOUNT_24HR,RAINFALL_AMOUNT_YEAR_TO_DATE,TIMESTAMP
69399,69398,MAE HONG SON,4/16/2018,20.4,40.4,WNW,27.8,17:58:00,2.5,19.8,11/13/2020 7:44
69511,69510,MAE HONG SON,4/17/2018,20.6,38.2,W,38.92,15:47:00,4.5,24.3,11/13/2020 7:44
69619,69618,MAE HONG SON,4/18/2018,19.8,37.4,ESE,16.68,19:14:00,,24.3,11/13/2020 7:44
69731,69730,MAE HONG SON,4/19/2018,21,38.6,NNE,31.51,17:13:00,,24.3,11/13/2020 7:44
69955,69954,MAE HONG SON,4/21/2018,20.7,39.3,SE,20.39,14:05:00,,24.3,11/13/2020 7:44
70069,70068,MAE HONG SON,4/22/2018,22.2,40.4,W,18.53,13:41:00,,24.3,11/13/2020 7:44
70181,70180,MAE HONG SON,4/23/2018,23.8,40.6,WNW,14.83,15:16:00,,24.3,11/13/2020 7:44
70399,70398,MAE HONG SON,4/25/2018,24.1,39.6,NW,33.36,18:17:00,,24.3,11/13/2020 7:44
70506,70505,MAE HONG SON,4/26/2018,23.3,39.2,WNW,18.53,11:30:00,,24.3,11/13/2020 7:44
70613,70612,MAE HONG SON,4/28/2018,20.5,38.1,SSE,20.39,14:59:00,,24.9,11/13/2020 7:44
70718,70717,MAE HONG SON,4/29/2018,21.4,38,SE,24.09,17:30:00,32.6,57.5,11/13/2020 7:44
70823,70822,MAE HONG SON,4/30/2018,20,36.7,SE,18.53,21:27:00,0.5,58,11/13/2020 7:44
70933,70932,MAE HONG SON,5/1/2018,22.8,37,ESE,22.24,16:18:00,20.1,78.1,11/13/2020 7:44
71149,71148,MAE HONG SON,5/3/2018,21,35.7,W,12.97,12:03:00,,99.2,11/13/2020 7:44
71364,71363,MAE HONG SON,5/5/2018,21.4,37,W,16.68,14:43:00,,102.7,11/13/2020 7:44
71583,71582,MAE HONG SON,5/7/2018,22.1,37.5,NNE,25.95,18:29:00,,102.7,11/13/2020 7:44
71697,71696,MAE HONG SON,5/8/2018,22.2,37.1,W,29.65,17:19:00,,102.7,11/13/2020 7:44
71926,71925,MAE HONG SON,5/10/2018,22.7,38.9,E,22.24,22:29:00,5.8,108.5,11/13/2020 7:44
72029,72028,MAE HONG SON,5/11/2018,21,34.5,SSE,11.12,14:44:00,,108.5,11/13/2020 7:44
72135,72134,MAE HONG SON,5/12/2018,22.4,36.5,E,33.36,21:40:00,18.6,127.1,11/13/2020 7:44
72243,72242,MAE HONG SON,5/13/2018,20,34.2,SE,14.83,19:26:00,14.5,141.6,11/13/2020 7:44
72350,72349,MAE HONG SON,5/14/2018,19.8,35.7,W,31.51,15:30:00,,141.6,11/13/2020 7:44
72566,72565,MAE HONG SON,5/16/2018,21,36.7,W,16.68,14:30:00,,141.6,11/13/2020 7:44
72674,72673,MAE HONG SON,5/17/2018,24.8,33.9,ESE,16.68,14:30:00,2,143.6,11/13/2020 7:44
72785,72784,MAE HONG SON,5/18/2018,24.3,36.6,SE,25.95,21:49:00,,143.6,11/13/2020 7:44
72893,72892,MAE HONG SON,5/19/2018,24.3,37.4,SSE,16.68,15:43:00,,143.6,11/13/2020 7:44
72999,72998,MAE HONG SON,5/20/2018,25,38.3,SSE,14.83,13:54:00,,143.6,11/13/2020 7:44
73110,73109,MAE HONG SON,5/21/2018,25.1,37.4,SSW,25.95,17:20:00,,143.6,11/13/2020 7:44
73217,73216,MAE HONG SON,5/22/2018,24.1,35.6,SE,24.09,13:52:00,,143.6,11/13/2020 7:44
73323,73322,MAE HONG SON,5/23/2018,24,39,E,14.83,13:31:00,20.6,164.2,11/13/2020 7:44
73432,73431,MAE HONG SON,5/24/2018,24.6,35.6,WNW,20.39,17:48:00,1.4,165.6,11/13/2020 7:44
73644,73643,MAE HONG SON,5/26/2018,25.4,38.8,SSE,37.07,21:28:00,34.6,200.2,11/13/2020 7:44
73857,73856,MAE HONG SON,5/28/2018,24.6,31.6,SSE,24.09,14:19:00,4.7,205.2,11/13/2020 7:44
73963,73962,MAE HONG SON,5/29/2018,23.1,31.2,S,22.24,17:34:00,7.8,213,11/13/2020 7:44
74077,74076,MAE HONG SON,5/30/2018,23.4,30,SSE,20.39,15:27:00,1.2,214.2,11/13/2020 7:44
74291,74290,MAE HONG SON,6/1/2018,24.4,34.6,SE,14.83,14:36:00,0.7,215.7,11/13/2020 7:44
74513,74512,MAE HONG SON,6/3/2018,24.6,36.2,SSW,14.83,11:50:00,,215.7,11/13/2020 7:44
74621,74620,MAE HONG SON,6/4/2018,24.3,36.4,W,14.83,12:32:00,,215.7,11/13/2020 7:44
74724,74723,MAE HONG SON,6/5/2018,25.2,38.7,W,16.68,14:06:00,,215.7,11/13/2020 7:44
74942,74941,MAE HONG SON,6/7/2018,26.5,36.1,SSW,27.8,17:08:00,0.1,215.8,11/13/2020 7:44
75050,75049,MAE HONG SON,6/8/2018,24.1,34.5,SSE,20.39,13:19:00,0.7,216.5,11/13/2020 7:44
75161,75160,MAE HONG SON,6/9/2018,24.5,31.2,SE,14.83,16:22:00,6.3,222.8,11/13/2020 7:44
75372,75371,MAE HONG SON,6/11/2018,23.8,30.5,SSE,25.95,13:12:00,11.3,248.9,11/13/2020 7:44
75585,75584,MAE HONG SON,6/13/2018,24,30.5,ESE,22.24,16:00:00,2.9,256.7,11/13/2020 7:44
75800,75799,MAE HONG SON,6/15/2018,24.3,33.6,SE,16.68,13:07:00,1.3,259.2,11/13/2020 7:44
76012,76011,MAE HONG SON,6/17/2018,24.6,35.8,SE,16.68,19:36:00,,259.7,11/13/2020 7:44
76229,76228,MAE HONG SON,6/19/2018,24.1,34.1,W,12.97,12:39:00,0.4,322.1,11/13/2020 7:44
76448,76447,MAE HONG SON,6/21/2018,24.1,31.8,S,22.24,18:06:00,35.3,359.5,11/13/2020 7:44
76664,76663,MAE HONG SON,6/23/2018,23.3,32,SE,20.39,20:27:00,0.6,368.5,11/13/2020 7:44
76884,76883,MAE HONG SON,6/25/2018,23.2,29.8,SSE,11.12,19:04:00,2.4,381,11/13/2020 7:44
77100,77099,MAE HONG SON,6/27/2018,23.5,32.5,W,12.97,11:35:00,0.9,391.2,11/13/2020 7:44
77206,77205,MAE HONG SON,6/28/2018,23.6,33,W,24.09,18:01:00,19.6,410.8,11/13/2020 7:44
77313,77312,MAE HONG SON,6/29/2018,23.4,32.1,SSE,16.68,11:47:00,0.7,411.5,11/13/2020 7:44
77531,77530,MAE HONG SON,7/1/2018,24.6,34.2,NE,12.97,14:34:00,6.2,417.7,11/13/2020 7:44
77637,77636,MAE HONG SON,7/2/2018,23.3,33.8,W,14.83,15:09:00,,417.7,11/13/2020 7:44
77745,77744,MAE HONG SON,7/3/2018,24.3,32.5,W,22.24,18:28:00,8.3,426,11/13/2020 7:44
77961,77960,MAE HONG SON,7/5/2018,23.6,33.7,ESE,16.68,22:29:00,0.1,463.8,11/13/2020 7:44
78069,78068,MAE HONG SON,7/6/2018,24.6,32.5,S,14.83,18:08:00,18,481.8,11/13/2020 7:44
78178,78177,MAE HONG SON,7/7/2018,23.7,31.5,SE,20.39,20:45:00,17.5,499.3,11/13/2020 7:44
78294,78293,MAE HONG SON,7/8/2018,23.6,29.6,S,16.68,14:45:00,7.2,506.5,11/13/2020 7:44
78403,78402,MAE HONG SON,7/9/2018,23,31.6,SSE,18.53,18:54:00,13,519.5,11/13/2020 7:44
78507,78506,MAE HONG SON,7/10/2018,23.2,32.2,SE,14.83,13:11:00,,519.5,11/13/2020 7:44
78612,78611,MAE HONG SON,7/11/2018,23.7,32.1,SSE,14.83,,,519.5,11/13/2020 7:44
78827,78826,MAE HONG SON,7/13/2018,24.2,34,E,18.53,14:03:00,0.1,519.6,11/13/2020 7:44
78932,78931,MAE HONG SON,7/14/2018,24.5,30.5,W,14.83,12:39:00,5.2,524.8,11/13/2020 7:44
79044,79043,MAE HONG SON,7/15/2018,23.7,32.7,W,16.68,11:49:00,0.8,525.6,11/13/2020 7:44
79152,79151,MAE HONG SON,7/16/2018,23.2,32.4,SSE,14.83,17:52:00,,525.6,11/13/2020 7:44
79259,79258,MAE HONG SON,7/17/2018,24.5,34,SSE,16.68,16:28:00,32,557.6,11/13/2020 7:44
79472,79471,MAE HONG SON,7/19/2018,24.1,34.4,SSE,14.83,17:36:00,6.7,566.5,11/13/2020 7:44
79583,79582,MAE HONG SON,7/20/2018,23.8,29.4,SSW,16.68,12:42:00,15.7,582.2,11/13/2020 7:44
79693,79692,MAE HONG SON,7/21/2018,23.7,30.7,SSW,12.97,20:12:00,7.1,589.3,11/13/2020 7:44
79799,79798,MAE HONG SON,7/22/2018,23.2,29.3,S,12.97,16:57:00,24.6,613.9,11/13/2020 7:44
80015,80014,MAE HONG SON,7/24/2018,23.2,29.1,ESE,14.83,11:38:00,8.7,623.4,11/13/2020 7:44
80125,80124,MAE HONG SON,7/25/2018,23.3,27.6,SSE,11.12,18:17:00,5.3,628.7,11/13/2020 7:44
80231,80230,MAE HONG SON,7/26/2018,23.1,28.9,SE,14.83,,7.9,636.6,11/13/2020 7:44
80341,80340,MAE HONG SON,7/27/2018,22.5,28.1,SSE,12.97,22:03:00,4.1,640.7,11/13/2020 7:44
80450,80449,MAE HONG SON,7/28/2018,22.6,29,ESE,14.83,14:40:00,9.2,649.9,11/13/2020 7:44
80564,80563,MAE HONG SON,7/29/2018,23,31.5,WNW,12.97,15:04:00,10.1,660,11/13/2020 7:44
80672,80671,MAE HONG SON,7/30/2018,23.5,32,ESE,18.53,12:57:00,22,682,11/13/2020 7:44
80782,80781,MAE HONG SON,7/31/2018,23.2,30.7,SE,18.53,16:14:00,2.2,684.2,11/13/2020 7:44
81003,81002,MAE HONG SON,8/2/2018,23,31.6,E,18.53,18:55:00,,696,11/13/2020 7:44
81114,81113,MAE HONG SON,8/3/2018,23.5,33,SSE,16.68,11:55:00,7.9,703.9,11/13/2020 7:44
81226,81225,MAE HONG SON,8/4/2018,23.5,28.1,N,9.27,12:30:00,0.1,704,11/13/2020 7:44
81334,81333,MAE HONG SON,8/5/2018,23.4,31.1,ESE,24.09,17:57:00,1.7,705.7,11/13/2020 7:44
81442,81441,MAE HONG SON,8/6/2018,23.7,31.5,E,18.53,13:57:00,0.2,705.9,11/13/2020 7:44
81658,81657,MAE HONG SON,8/8/2018,23.3,32.5,S,12.97,20:35:00,,705.9,11/13/2020 7:44
81876,81875,MAE HONG SON,8/10/2018,23.7,33.5,SE,12.97,12:04:00,1.1,707.1,11/13/2020 7:44
81981,81980,MAE HONG SON,8/11/2018,24.3,31.8,ESE,14.83,17:33:00,1.1,708.2,11/13/2020 7:44
82312,82311,MAE HONG SON,8/15/2018,24.8,30.4,S,20.39,18:54:00,44.7,756.8,11/13/2020 7:44
82408,82407,MAE HONG SON,8/16/2018,23.8,32.3,SE,14.83,20:48:00,3.6,760.4,11/13/2020 7:44
82517,82516,MAE HONG SON,8/17/2018,24.5,30.6,WSW,11.12,16:15:00,28.8,789.2,11/13/2020 7:44
82629,82628,MAE HONG SON,8/18/2018,24.4,31.1,SE,12.97,10:51:00,9.3,798.5,11/13/2020 7:44
82736,82735,MAE HONG SON,8/19/2018,24.1,32,NNE,18.53,12:14:00,3.8,802.3,11/13/2020 7:44
82954,82953,MAE HONG SON,8/21/2018,24.3,30,E,14.83,13:21:00,16.4,823.9,11/13/2020 7:44
83063,83062,MAE HONG SON,8/22/2018,24.2,31.2,ESE,11.12,12:04:00,0.9,824.8,11/13/2020 7:44
83277,83276,MAE HONG SON,8/24/2018,24.5,31.5,S,12.97,16:05:00,3.9,833.2,11/13/2020 7:44
83387,83386,MAE HONG SON,8/25/2018,23.7,29.4,W,11.12,15:03:00,3.7,836.9,11/13/2020 7:44
83489,83488,MAE HONG SON,8/26/2018,23.7,30.3,SE,9.27,11:53:00,1.6,838.5,11/13/2020 7:44
83706,83705,MAE HONG SON,8/28/2018,23.7,30.1,SSE,16.68,15:10:00,0.1,839.8,11/13/2020 7:44
83915,83914,MAE HONG SON,8/30/2018,24.4,29.2,SE,11.12,14:36:00,,840.2,11/13/2020 7:44
84027,84026,MAE HONG SON,8/31/2018,24.6,32,ESE,14.83,13:28:00,1.4,841.6,11/13/2020 7:44
84136,84135,MAE HONG SON,9/1/2018,24.1,29.5,SE,14.83,13:07:00,4.8,846.4,11/13/2020 7:44
84353,84352,MAE HONG SON,9/3/2018,24.3,28.8,WNW,9.27,12:04:00,40.8,889,11/13/2020 7:44
84459,84458,MAE HONG SON,9/4/2018,23.5,30,SSE,18.53,,0.2,889.2,11/13/2020 7:44
84568,84567,MAE HONG SON,9/5/2018,23.2,31.1,W,9.27,11:37:00,0.3,889.5,11/13/2020 7:44
84788,84787,MAE HONG SON,9/7/2018,23.1,32.1,ESE,14.83,19:43:00,,889.5,11/13/2020 7:44
84903,84902,MAE HONG SON,9/8/2018,24.1,31,W,12.97,12:28:00,0.3,889.8,11/13/2020 7:44
85013,85012,MAE HONG SON,9/9/2018,24,31.5,S,22.24,17:58:00,3.5,893.3,11/13/2020 7:44
85123,85122,MAE HONG SON,9/10/2018,23,33.3,ENE,16.68,20:16:00,0.8,894.1,11/13/2020 7:44
85236,85235,MAE HONG SON,9/11/2018,23.4,33.1,SSE,11.12,20:36:00,,894.1,11/13/2020 7:44
85346,85345,MAE HONG SON,9/12/2018,24.5,33.7,SE,12.97,13:16:00,,894.1,11/13/2020 7:44
85460,85459,MAE HONG SON,9/13/2018,24.6,32.7,NNE,22.24,19:17:00,6.1,900.2,11/13/2020 7:44
85573,85572,MAE HONG SON,9/14/2018,24.2,32,E,16.68,19:45:00,10.4,910.6,11/13/2020 7:44
85685,85684,MAE HONG SON,9/15/2018,23.2,36,NNE,14.83,16:59:00,,910.6,11/13/2020 7:44
85904,85903,MAE HONG SON,9/17/2018,23.6,34,N,33.36,23:22:00,26.5,937.3,11/13/2020 7:44
86115,86114,MAE HONG SON,9/19/2018,23.6,29.2,NNE,16.68,14:26:00,31.8,989.4,11/13/2020 7:44
86223,86222,MAE HONG SON,9/20/2018,23.1,31.1,E,14.83,13:14:00,0.5,989.9,11/13/2020 7:44
86330,86329,MAE HONG SON,9/21/2018,23.2,33.7,S,11.12,18:08:00,0.2,990.1,11/13/2020 7:44
86545,86544,MAE HONG SON,9/23/2018,23.9,34.3,ESE,14.83,12:21:00,,994,11/13/2020 7:44
86652,86651,MAE HONG SON,9/24/2018,23.3,34.4,SE,14.83,18:53:00,,994,11/13/2020 7:44
86765,86764,MAE HONG SON,9/25/2018,24.4,33.6,NW,22.24,13:10:00,,994,11/13/2020 7:44
86984,86983,MAE HONG SON,9/27/2018,24.5,34.8,SE,14.83,10:29:00,,994,11/13/2020 7:44
87090,87089,MAE HONG SON,9/28/2018,25,34.1,E,12.97,14:06:00,,994,11/13/2020 7:44
87306,87305,MAE HONG SON,9/30/2018,24.4,34.5,ESE,31.51,16:54:00,3.5,997.5,11/13/2020 7:44
87418,87417,MAE HONG SON,10/1/2018,23.5,34.4,S,22.24,15:36:00,30.9,1028.4,11/13/2020 7:44
87523,87522,MAE HONG SON,10/2/2018,23.6,32.6,E,22.24,15:33:00,19.4,1047.8,11/13/2020 7:44
87629,87628,MAE HONG SON,10/3/2018,24,30.7,,20.39,14:04:00,14.8,1062.6,11/13/2020 7:44
87736,87735,MAE HONG SON,10/4/2018,23.4,31.1,ESE,16.68,13:24:00,,1062.6,11/13/2020 7:44
87846,87845,MAE HONG SON,10/5/2018,23.4,32.9,ESE,11.12,17:41:00,,1062.6,11/13/2020 7:44
87955,87954,MAE HONG SON,10/6/2018,22.7,32.5,SE,20.39,17:41:00,1.2,1063.8,11/13/2020 7:44
88062,88061,MAE HONG SON,10/7/2018,23.1,32.5,E,14.83,17:01:00,2.3,1066.1,11/13/2020 7:44
88173,88172,MAE HONG SON,10/8/2018,23.7,33,E,24.09,17:16:00,,1066.1,11/13/2020 7:44
88283,88282,MAE HONG SON,10/9/2018,23.9,32,ESE,16.68,18:29:00,16,1082.1,11/13/2020 7:44
88392,88391,MAE HONG SON,10/10/2018,22.1,31.6,SE,20.39,17:13:00,3.2,1085.3,11/13/2020 7:44
88500,88499,MAE HONG SON,10/11/2018,23.3,27.8,NE,11.12,12:12:00,1.2,1086.5,11/13/2020 7:44
88726,88725,MAE HONG SON,10/13/2018,23.9,34.5,NW,11.12,12:28:00,,1087.6,11/13/2020 7:44
88949,88948,MAE HONG SON,10/15/2018,22.5,35.5,SE,12.97,19:15:00,,1087.6,11/13/2020 7:44
89175,89174,MAE HONG SON,10/17/2018,24.6,33.5,WSW,14.83,12:54:00,,1087.6,11/13/2020 7:44
89288,89287,MAE HONG SON,10/18/2018,24.2,33.6,W,12.97,12:39:00,,1087.6,11/13/2020 7:44
89398,89397,MAE HONG SON,10/19/2018,23.3,33.3,WNW,12.97,11:24:00,,1087.6,11/13/2020 7:44
89504,89503,MAE HONG SON,10/20/2018,23.8,32.8,SSE,14.83,19:00:00,,1087.6,11/13/2020 7:44
89711,89710,MAE HONG SON,10/22/2018,23.7,32.5,NW,11.12,9:38:00,3.8,1101.5,11/13/2020 7:44
89820,89819,MAE HONG SON,10/23/2018,23.7,29,NW,18.53,13:45:00,8.1,1109.6,11/13/2020 7:44
89931,89930,MAE HONG SON,10/24/2018,23.6,30.6,ESE,12.97,16:05:00,2.9,1112.5,11/13/2020 7:44
90038,90037,MAE HONG SON,10/25/2018,23.2,31.9,SE,16.68,19:51:00,3,1115.5,11/13/2020 7:44
90147,90146,MAE HONG SON,10/26/2018,22.7,31.5,ESE,14.83,17:20:00,,1115.5,11/13/2020 7:44
90252,90251,MAE HONG SON,10/27/2018,21.8,32.7,ESE,14.83,16:35:00,,1115.5,11/13/2020 7:44
90362,90361,MAE HONG SON,10/28/2018,22,32.3,ESE,14.83,17:50:00,,1115.5,11/13/2020 7:44
90474,90473,MAE HONG SON,10/29/2018,21.6,34.5,ESE,12.97,18:25:00,,1115.5,11/13/2020 7:44
90588,90587,MAE HONG SON,10/30/2018,21.7,32.8,NE,12.97,13:15:00,2.8,1118.3,11/13/2020 7:44
90704,90703,MAE HONG SON,10/31/2018,22.5,28.2,NNE,14.83,16:18:00,,1118.3,11/13/2020 7:44
90925,90924,MAE HONG SON,11/2/2018,18.5,30.2,ESE,11.12,18:15:00,,1118.3,11/13/2020 7:44
91041,91040,MAE HONG SON,11/3/2018,18.8,29.2,SSE,16.68,,,1118.3,11/13/2020 7:44
91159,91158,MAE HONG SON,11/4/2018,18.7,29.5,SE,12.97,18:01:00,,1118.3,11/13/2020 7:44
91390,91389,MAE HONG SON,11/6/2018,18.8,31.2,ESE,12.97,14:52:00,,1118.3,11/13/2020 7:44
91503,91502,MAE HONG SON,11/7/2018,19.6,31.2,E,12.97,17:27:00,,1118.3,11/13/2020 7:44
91728,91727,MAE HONG SON,11/9/2018,19.8,31,NNE,16.68,,9,1127.3,11/13/2020 7:44
92388,92387,MAE HONG SON,11/15/2018,22,31.2,SE,12.97,15:02:00,,1141.9,11/13/2020 7:44
92502,92501,MAE HONG SON,11/16/2018,21.4,30.8,ESE,14.83,18:50:00,,1141.9,11/13/2020 7:44
92947,92946,MAE HONG SON,11/20/2018,21.1,30.6,ESE,12.97,18:55:00,,1141.9,11/13/2020 7:44
93058,93057,MAE HONG SON,11/21/2018,19.4,29.3,SE,16.68,18:23:00,,1141.9,11/13/2020 7:44
93281,93280,MAE HONG SON,11/23/2018,19.6,30.1,SSE,14.83,18:22:00,,1141.9,11/13/2020 7:44
93616,93615,MAE HONG SON,11/26/2018,18.9,28.9,SE,11.12,12:20:00,,1141.9,11/13/2020 7:44
93731,93730,MAE HONG SON,11/27/2018,19.1,29.8,,3.71,,,1141.9,11/13/2020 7:44
93842,93841,MAE HONG SON,11/28/2018,15.9,28.5,WNW,14.83,7:48:00,,1141.9,11/13/2020 7:44
94064,94063,MAE HONG SON,11/30/2018,17.4,28.5,SE,12.97,18:06:00,,1141.9,11/13/2020 7:44
94400,94399,MAE HONG SON,12/3/2018,19.6,30.4,,5.56,,,1141.9,11/13/2020 7:44
94515,94514,MAE HONG SON,12/4/2018,20.4,29.6,ESE,12.97,0:00:13,,1141.9,11/13/2020 7:44
94628,94627,MAE HONG SON,12/5/2018,18.8,30.1,ESE,12.97,17:34:00,,1141.9,11/13/2020 7:44
94953,94952,MAE HONG SON,12/8/2018,21.5,28.9,ENE,11.12,21:01:00,2.5,1144.4,11/13/2020 7:44
95063,95062,MAE HONG SON,12/9/2018,20.5,29.6,ESE,14.83,18:19:00,,1144.4,11/13/2020 7:44
95399,95398,MAE HONG SON,12/12/2018,20.8,25.6,E,5.56,11:59:00,,1156.5,11/13/2020 7:44
95731,95730,MAE HONG SON,12/15/2018,19.6,28.9,NNE,12.97,12:32:00,,1162.1,11/13/2020 7:44
96058,96057,MAE HONG SON,12/18/2018,19.7,28.8,ESE,11.12,17:13:00,,1162.1,11/13/2020 7:44
96278,96277,MAE HONG SON,12/20/2018,22.5,28.6,ESE,12.97,14:58:00,,1162.4,11/13/2020 7:44
96392,96391,MAE HONG SON,12/21/2018,20.1,28.8,E,12.97,17:21:00,,1162.4,11/13/2020 7:44
96505,96504,MAE HONG SON,12/22/2018,17.6,28.6,SSE,12.97,18:26:00,,1162.4,11/13/2020 7:44
96614,96613,MAE HONG SON,12/23/2018,17.1,27.9,ESE,12.97,18:25:00,,1162.4,11/13/2020 7:44
96725,96724,MAE HONG SON,12/24/2018,16.4,27.6,SE,14.83,17:31:00,,1162.4,11/13/2020 7:44
96947,96946,MAE HONG SON,12/26/2018,13.1,26,E,14.83,17:35:00,,1162.4,11/13/2020 7:44
97058,97057,MAE HONG SON,12/27/2018,12.9,26.3,ESE,14.83,17:51:00,,1162.4,11/13/2020 7:44
97170,97169,MAE HONG SON,12/28/2018,14.2,26.5,ESE,11.12,17:33:00,,1162.4,11/13/2020 7:44
97281,97280,MAE HONG SON,12/29/2018,18.9,28.1,NW,11.12,16:04:00,2.1,1164.5,11/13/2020 7:44
97500,97498,MAE HONG SON,12/31/2018,19.8,29.1,ESE,12.97,18:22:00,1.5,1174.3,11/13/2020 7:44
97606,97604,MAE HONG SON,1/1/2019,20.2,28.2,W,14.83,14:25:00,,1.5,11/13/2020 7:44
97826,97824,MAE HONG SON,1/3/2019,17,27.4,E,11.12,19:19:00,,1.5,11/13/2020 7:44
97931,97929,MAE HONG SON,1/4/2019,14.4,26.9,ESE,11.12,18:03:00,,1.5,11/13/2020 7:44
98037,98035,MAE HONG SON,1/5/2019,15.3,28,W,12.97,12:30:00,,1.5,11/13/2020 7:44
