,ID,STATION,DATE,MIN_TEMP,MAX_TEMP,MAX_WIND_DIRECTION,MAX_WIND_SPEED,MAX_WIND_TIME,RAINFALL_AMOUNT_24HR,RAINFALL_AMOUNT_YEAR_TO_DATE,TIMESTAMP
98249,98247,MAE HONG SON,1/7/2019,20.6,29.2,ESE,11.12,10:41:00,39.6,43.5,11/13/2020 7:44
98360,98358,MAE HONG SON,1/8/2019,21.6,24.4,WNW,12.97,,12,55.5,11/13/2020 7:44
98470,98468,MAE HONG SON,1/9/2019,20.6,28.5,WNW,12.97,11:16:00,0.4,55.9,11/13/2020 7:44
98578,98576,MAE HONG SON,1/11/2019,20.3,27.8,E,5.56,12:57:00,,56.3,11/13/2020 7:44
98689,98687,MAE HONG SON,1/12/2019,19.8,27.9,ESE,14.83,18:01:00,,56.3,11/13/2020 7:44
98793,98791,MAE HONG SON,1/13/2019,18.1,27.8,ESE,12.97,18:35:00,,56.3,11/13/2020 7:44
99016,99014,MAE HONG SON,1/15/2019,16.7,27.5,ESE,12.97,18:09:00,,56.3,11/13/2020 7:44
99233,99231,MAE HONG SON,1/17/2019,14.2,26.8,ESE,11.12,17:53:00,,56.3,11/13/2020 7:44
99458,99456,MAE HONG SON,1/19/2019,18.4,28.2,E,14.83,18:06:00,,56.9,11/13/2020 7:44
99900,99898,MAE HONG SON,1/23/2019,14.1,27.9,E,16.68,18:51:00,,56.9,11/13/2020 7:44
100014,100012,MAE HONG SON,1/24/2019,12.2,27.8,SE,16.68,18:53:00,,56.9,11/13/2020 7:44
100129,100127,MAE HONG SON,1/25/2019,14.4,28.4,ESE,12.97,17:28:00,,56.9,11/13/2020 7:44
100458,100456,MAE HONG SON,1/28/2019,16.7,28.7,ESE,14.83,18:45:00,,56.9,11/13/2020 7:44
100569,100567,MAE HONG SON,1/29/2019,15.8,29.2,ESE,12.97,19:07:00,,56.9,11/13/2020 7:44
100784,100782,MAE HONG SON,1/31/2019,15.9,30,SSE,14.83,,,56.9,11/13/2020 7:44
100894,100892,MAE HONG SON,2/1/2019,14.6,29.6,ESE,14.83,18:59:00,,56.9,11/13/2020 7:44
101221,101219,MAE HONG SON,2/4/2019,14.1,31.5,E,14.83,18:53:00,,56.9,11/13/2020 7:44
101332,101330,MAE HONG SON,2/5/2019,14.8,31.6,ESE,14.83,18:26:00,,56.9,11/13/2020 7:44
101439,101437,MAE HONG SON,2/6/2019,12.6,31.6,ESE,16.68,19:06:00,,56.9,11/13/2020 7:44
101662,101660,MAE HONG SON,2/8/2019,14,33,SE,14.83,17:50:00,,56.9,11/13/2020 7:44
101772,101770,MAE HONG SON,2/10/2019,14.7,33.7,SE,16.68,18:37:00,,56.9,11/13/2020 7:44
101989,101987,MAE HONG SON,2/12/2019,15.5,34,SE,12.97,18:07:00,,56.9,11/13/2020 7:44
102185,102183,MAE HONG SON,2/14/2019,15.3,34.1,ENE,12.97,18:34:00,,56.9,11/13/2020 7:44
102405,102403,MAE HONG SON,2/17/2019,17.9,33.2,WSW,22.24,19:44:00,,56.9,11/13/2020 7:44
102510,102508,MAE HONG SON,2/18/2019,16,32.7,ESE,14.83,19:19:00,,56.9,11/13/2020 7:44
102624,102622,MAE HONG SON,2/19/2019,14.9,32.6,WSW,22.24,14:24:00,,56.9,11/13/2020 7:44
102737,102735,MAE HONG SON,2/20/2019,15.5,33.4,ESE,20.39,19:12:00,,56.9,11/13/2020 7:44
102951,102949,MAE HONG SON,2/22/2019,14.8,35,ESE,12.97,18:59:00,,56.9,11/13/2020 7:44
103166,103164,MAE HONG SON,2/24/2019,15.6,35.5,ESE,14.83,18:36:00,,56.9,11/13/2020 7:44
103282,103280,MAE HONG SON,2/25/2019,15.4,35.4,WNW,12.97,13:52:00,,56.9,11/13/2020 7:44
103396,103394,MAE HONG SON,2/26/2019,17.7,35.7,W,16.68,15:38:00,,56.9,11/13/2020 7:44
103622,103620,MAE HONG SON,2/28/2019,15.8,35.1,SE,12.97,19:18:00,,56.9,11/13/2020 7:44
103728,103726,MAE HONG SON,3/1/2019,15.4,35.2,ESE,14.83,,,56.9,11/13/2020 7:44
103835,103833,MAE HONG SON,3/2/2019,15.7,35.7,SSE,12.97,15:44:00,,56.9,11/13/2020 7:44
104060,104058,MAE HONG SON,3/4/2019,16,35.6,SSE,24.09,22:08:00,,56.9,11/13/2020 7:44
104282,104280,MAE HONG SON,3/6/2019,19.5,35.1,W,16.68,13:38:00,,56.9,11/13/2020 7:44
104395,104393,MAE HONG SON,3/7/2019,19.1,34.8,WSW,20.39,13:38:00,,56.9,11/13/2020 7:44
104510,104508,MAE HONG SON,3/8/2019,19.4,35.6,W,20.39,,,56.9,11/13/2020 7:44
104627,104625,MAE HONG SON,3/9/2019,18.2,35.6,W,22.24,15:02:00,,56.9,11/13/2020 7:44
104737,104735,MAE HONG SON,3/10/2019,15.4,34.7,ESE,16.68,18:58:00,,56.9,11/13/2020 7:44
104965,104963,MAE HONG SON,3/12/2019,15.4,35.7,SSE,11.12,14:32:00,,56.9,11/13/2020 7:44
105073,105071,MAE HONG SON,3/13/2019,15.9,36.4,ESE,14.83,19:21:00,,56.9,11/13/2020 7:44
105184,105182,MAE HONG SON,3/14/2019,15.6,37.2,ENE,16.68,15:33:00,,56.9,11/13/2020 7:44
105298,105296,MAE HONG SON,3/15/2019,16,37.4,E,16.68,19:18:00,,56.9,11/13/2020 7:44
105410,105408,MAE HONG SON,3/16/2019,18.1,38.1,ESE,16.68,18:44:00,,56.9,11/13/2020 7:44
105523,105521,MAE HONG SON,3/17/2019,17.4,38.5,ESE,12.97,18:39:00,,56.9,11/13/2020 7:44
105636,105634,MAE HONG SON,3/18/2019,17.9,38.5,ESE,11.12,18:53:00,,56.9,11/13/2020 7:44
106088,106086,MAE HONG SON,3/22/2019,16.5,36.6,E,12.97,18:37:00,,56.9,11/13/2020 7:44
106421,106419,MAE HONG SON,3/25/2019,18.5,39.1,W,16.68,16:35:00,,56.9,11/13/2020 7:44
106527,106525,MAE HONG SON,3/26/2019,18.4,38.5,ESE,16.68,18:57:00,,56.9,11/13/2020 7:44
106753,106751,MAE HONG SON,3/28/2019,20.6,37.5,SSE,16.68,14:42:00,,56.9,11/13/2020 7:44
106865,106863,MAE HONG SON,3/29/2019,16.9,37.2,SSE,16.68,14:42:00,,56.9,11/13/2020 7:44
106977,106975,MAE HONG SON,3/30/2019,18.3,37.9,W,12.97,14:57:00,,56.9,11/13/2020 7:44
107084,107082,MAE HONG SON,3/31/2019,18.9,39,SE,24.09,11:56:00,,56.9,11/13/2020 7:44
107198,107196,MAE HONG SON,4/1/2019,17.7,38.5,W,16.68,12:53:00,,56.9,11/13/2020 7:44
107311,107309,MAE HONG SON,4/2/2019,16.2,39,S,22.24,14:31:00,,56.9,11/13/2020 7:44
107424,107422,MAE HONG SON,4/3/2019,20.2,37.4,WNW,38.92,15:42:00,,56.9,11/13/2020 7:44
107645,107643,MAE HONG SON,4/5/2019,19.2,39.5,E,14.83,18:41:00,,56.9,11/13/2020 7:44
107750,107748,MAE HONG SON,4/6/2019,20.1,39.6,SSE,14.83,19:08:00,,56.9,11/13/2020 7:44
107971,107969,MAE HONG SON,4/9/2019,22.5,40.8,S,16.68,14:56:00,,56.9,11/13/2020 7:44
108083,108081,MAE HONG SON,4/10/2019,21.4,41.1,WNW,20.39,19:08:00,,56.9,11/13/2020 7:44
108194,108192,MAE HONG SON,4/11/2019,20.8,39.7,ESE,16.68,20:09:00,,56.9,11/13/2020 7:44
108305,108303,MAE HONG SON,4/12/2019,21.1,41.1,ESE,16.68,13:25:00,,56.9,11/13/2020 7:44
108420,108418,MAE HONG SON,4/13/2019,21.5,40.2,SE,16.68,21:38:00,,56.9,11/13/2020 7:44
108530,108528,MAE HONG SON,4/14/2019,23.4,41.6,SE,16.68,14:51:00,,56.9,11/13/2020 7:44
108858,108856,MAE HONG SON,4/17/2019,25.1,42.1,NNW,27.8,20:07:00,,56.9,11/13/2020 7:44
108967,108965,MAE HONG SON,4/18/2019,22.2,41.1,W,20.39,16:07:00,,56.9,11/13/2020 7:44
109071,109069,MAE HONG SON,4/19/2019,24.2,42.2,N,37.07,17:52:00,,56.9,11/13/2020 7:44
109187,109185,MAE HONG SON,4/20/2019,22.2,41.2,N,37.07,18:04:00,,56.9,11/13/2020 7:44
109298,109296,MAE HONG SON,4/21/2019,23,42.9,WNW,24.09,14:59:00,,56.9,11/13/2020 7:44
109406,109404,MAE HONG SON,4/22/2019,23.6,42.5,ESE,20.39,13:58:00,,56.9,11/13/2020 7:44
109735,109733,MAE HONG SON,4/25/2019,24.2,43.2,ESE,22.24,15:11:00,,56.9,11/13/2020 7:44
109844,109842,MAE HONG SON,4/26/2019,22.9,42.8,ENE,20.39,14:20:00,,56.9,11/13/2020 7:44
109954,109952,MAE HONG SON,4/27/2019,21.7,43.2,W,22.24,16:28:00,,56.9,11/13/2020 7:44
110063,110061,MAE HONG SON,4/28/2019,23,42.5,W,20.39,13:39:00,,56.9,11/13/2020 7:44
110176,110174,MAE HONG SON,4/29/2019,23.6,42.5,S,22.24,21:39:00,,56.9,11/13/2020 7:44
110279,110277,MAE HONG SON,4/30/2019,27.5,42.1,SE,20.39,11:35:00,,56.9,11/13/2020 7:44
112782,112780,MAE HONG SON,5/28/2019,24.3,36.8,NNE,18.53,17:37:00,,230.5,11/13/2020 7:44
113116,113114,MAE HONG SON,5/31/2019,23.5,33.4,SSW,11.12,17:20:00,,290.4,11/13/2020 7:44
113230,113228,MAE HONG SON,6/1/2019,23.6,35.3,S,16.68,18:20:00,,290.4,11/13/2020 7:44
113342,113340,MAE HONG SON,6/2/2019,24.8,36.5,SSE,27.8,17:15:00,0.2,290.6,11/13/2020 7:44
113564,113562,MAE HONG SON,6/4/2019,24.2,36.4,W,22.24,0:00:00,,290.6,11/13/2020 7:44
113791,113789,MAE HONG SON,6/6/2019,24.2,36.3,S,24.09,19:15:00,5.3,297.9,11/13/2020 7:44
113902,113900,MAE HONG SON,6/7/2019,22.9,36,NE,20.39,19:05:00,,297.9,11/13/2020 7:44
114015,114013,MAE HONG SON,6/8/2019,24.3,32.5,ESE,22.24,15:50:00,,297.9,11/13/2020 7:44
114242,114240,MAE HONG SON,6/10/2019,24,37,S,22.24,19:42:00,0.9,306.3,11/13/2020 7:44
114559,114557,MAE HONG SON,6/13/2019,23.6,34.2,W,16.68,12:59:00,1.1,309.4,11/13/2020 7:44
114671,114669,MAE HONG SON,6/14/2019,23.9,32.1,SSE,12.97,15:09:00,1.7,311.1,11/13/2020 7:44
114785,114783,MAE HONG SON,6/15/2019,22.5,28.3,E,16.68,17:04:00,20.3,331.4,11/13/2020 7:44
114895,114893,MAE HONG SON,6/16/2019,24.2,32.8,SE,14.83,19:56:00,5.6,337.2,11/13/2020 7:44
115122,115120,MAE HONG SON,6/18/2019,24.2,32,WNW,18.53,13:56:00,7,348.1,11/13/2020 7:44
115345,115343,MAE HONG SON,6/20/2019,23.8,34.5,S,16.68,19:10:00,0.3,349.8,11/13/2020 7:44
115677,115675,MAE HONG SON,6/24/2019,24.5,35.7,W,12.97,12:41:00,,350.1,11/13/2020 7:44
115894,115892,MAE HONG SON,6/26/2019,24.7,35.2,SSE,16.68,23:17:00,,350.5,11/13/2020 7:44
116109,116107,MAE HONG SON,6/28/2019,23.3,34.7,SE,14.83,12:52:00,,351.7,11/13/2020 7:44
116212,116210,MAE HONG SON,6/29/2019,24,34,ESE,27.8,15:16:00,3.9,355.6,11/13/2020 7:44
116440,116438,MAE HONG SON,7/2/2019,23.4,30.1,WNW,11.12,13:33:00,8.1,367.3,11/13/2020 7:44
116552,116550,MAE HONG SON,7/3/2019,21.9,33,SE,14.83,20:23:00,0.2,367.5,11/13/2020 7:44
116664,116662,MAE HONG SON,7/4/2019,24.3,31.5,SW,14.83,19:41:00,,367.5,11/13/2020 7:44
117095,117093,MAE HONG SON,7/8/2019,23.5,30.9,SE,14.83,14:35:00,1.2,378.9,11/13/2020 7:44
117315,117313,MAE HONG SON,7/10/2019,23.9,31.5,SSE,16.68,14:18:00,4,384.7,11/13/2020 7:44
117425,117423,MAE HONG SON,7/11/2019,22,32.6,SE,20.39,18:58:00,7.4,392.1,11/13/2020 7:44
117536,117534,MAE HONG SON,7/12/2019,23.4,33,SSW,16.68,16:01:00,22.2,414.3,11/13/2020 7:44
117756,117754,MAE HONG SON,7/14/2019,23.6,32,SSE,27.8,14:53:00,7.7,423.4,11/13/2020 7:44
117871,117869,MAE HONG SON,7/15/2019,21.8,34,ESE,14.83,19:18:00,,423.4,11/13/2020 7:44
117979,117977,MAE HONG SON,7/16/2019,23.6,34.4,SE,14.83,13:46:00,,423.4,11/13/2020 7:44
118200,118198,MAE HONG SON,7/19/2019,24.5,37.5,WNW,14.83,16:08:00,,423.8,11/13/2020 7:44
118309,118307,MAE HONG SON,7/20/2019,25.5,35.3,SSE,12.97,19:45:00,,423.8,11/13/2020 7:44
118421,118419,MAE HONG SON,7/21/2019,25.3,36.4,SSE,16.68,0:00:00,,423.8,11/13/2020 7:44
118530,118528,MAE HONG SON,7/22/2019,23.3,31.7,SW,12.97,12:00:00,,423.8,11/13/2020 7:44
118644,118642,MAE HONG SON,7/23/2019,23,32,ESE,24.09,15:04:00,29.3,453.1,11/13/2020 7:44
118874,118872,MAE HONG SON,7/25/2019,22.6,31,S,24.09,16:48:00,15.7,490.3,11/13/2020 7:44
119093,119091,MAE HONG SON,7/27/2019,22.7,30.1,WSW,12.97,15:08:00,3.2,500.8,11/13/2020 7:44
119314,119312,MAE HONG SON,7/29/2019,23.4,33.9,S,22.24,18:20:00,0.3,501.1,11/13/2020 7:44
119419,119417,MAE HONG SON,7/30/2019,23,33.7,N,18.53,15:45:00,4,505.1,11/13/2020 7:44
119643,119641,MAE HONG SON,8/1/2019,22.7,32.1,W,18.53,16:30:00,5,543.1,11/13/2020 7:44
119753,119751,MAE HONG SON,8/2/2019,23,29.8,SSE,20.39,13:10:00,7.9,551,11/13/2020 7:44
119859,119857,MAE HONG SON,8/3/2019,22.8,32.1,S,18.53,0:00:00,,551,11/13/2020 7:44
119969,119967,MAE HONG SON,8/4/2019,23,26.7,W,7.41,10:53:00,16.5,567.5,11/13/2020 7:44
120188,120186,MAE HONG SON,8/6/2019,22.9,30.1,NE,12.97,10:03:00,6.3,587,11/13/2020 7:44
120298,120296,MAE HONG SON,8/7/2019,22.6,29.8,NW,12.97,14:28:00,8.6,595.6,11/13/2020 7:44
120519,120517,MAE HONG SON,8/9/2019,23.9,30.5,ESE,7.41,12:36:00,63.2,670.5,11/13/2020 7:44
120630,120628,MAE HONG SON,8/10/2019,23.3,29.9,N,18.53,15:00:00,36.9,707.4,11/13/2020 7:44
120855,120853,MAE HONG SON,8/12/2019,23.9,33,SSW,18.53,15:20:00,,723.2,11/13/2020 7:44
121078,121076,MAE HONG SON,8/14/2019,24.1,31,SW,11.12,15:13:00,6.7,730.7,11/13/2020 7:44
121188,121186,MAE HONG SON,8/15/2019,23.3,32.7,,1.85,0:00:00,0.4,727.4,11/13/2020 7:44
121299,121297,MAE HONG SON,8/16/2019,24.2,27.6,ESE,9.27,14:24:00,22.5,749.9,11/13/2020 7:44
121847,121845,MAE HONG SON,8/21/2019,24.4,32,E,20.39,11:35:00,7.9,769,11/13/2020 7:44
121961,121959,MAE HONG SON,8/22/2019,23.3,31.8,SSE,14.83,11:31:00,0.1,769.1,11/13/2020 7:44
122076,122074,MAE HONG SON,8/23/2019,23.8,32.6,,5.56,0:00:00,47,816.1,11/13/2020 7:44
122189,122187,MAE HONG SON,8/24/2019,23.3,34.1,WNW,18.53,19:09:00,30.3,846.4,11/13/2020 7:44
122408,122406,MAE HONG SON,8/26/2019,23.9,33.6,ESE,16.68,13:23:00,,849.8,11/13/2020 7:44
122521,122519,MAE HONG SON,8/27/2019,23.7,34.1,SE,12.97,15:18:00,1.6,851.4,11/13/2020 7:44
122629,122627,MAE HONG SON,8/28/2019,24.1,33,ESE,22.24,14:02:00,1.3,852.7,11/13/2020 7:44
122843,122841,MAE HONG SON,8/30/2019,25.2,32.7,SSE,24.09,15:43:00,34.4,887.1,11/13/2020 7:44
122952,122950,MAE HONG SON,8/31/2019,22.4,31.4,N,16.68,15:15:00,12.3,899.4,11/13/2020 7:44
123060,123058,MAE HONG SON,9/1/2019,23.1,31.7,ESE,16.68,14:41:00,12,911.4,11/13/2020 7:44
123278,123276,MAE HONG SON,9/3/2019,23.2,31.5,S,22.24,17:02:00,4.8,939,11/13/2020 7:44
123390,123388,MAE HONG SON,9/4/2019,24.1,34.2,ESE,16.68,18:24:00,,939,11/13/2020 7:44
123597,123595,MAE HONG SON,9/7/2019,24.2,32.7,,14.83,15:43:00,7,946.9,11/13/2020 7:44
123700,123698,MAE HONG SON,9/8/2019,23.1,31.7,S,16.68,15:08:00,5.3,952.2,11/13/2020 7:44
124012,124010,MAE HONG SON,9/11/2019,23.9,29.9,,12.97,18:44:00,3.1,992.9,11/13/2020 7:44
124231,124229,MAE HONG SON,9/13/2019,23.8,32.6,N,18.53,18:14:00,,996.9,11/13/2020 7:44
124339,124337,MAE HONG SON,9/14/2019,23.9,33.2,NE,24.09,15:54:00,4.2,1001.1,11/13/2020 7:44
124450,124448,MAE HONG SON,9/15/2019,24,34.7,N,25.95,16:06:00,1.1,1002.2,11/13/2020 7:44
124672,124670,MAE HONG SON,9/17/2019,21.7,34.8,,12.97,0:00:00,,1002.2,11/13/2020 7:44
124888,124886,MAE HONG SON,9/19/2019,23.8,32.8,N,12.97,7:47:00,2.9,1018.4,11/13/2020 7:44
125102,125100,MAE HONG SON,9/21/2019,23.4,32.5,NNW,18.53,14:23:00,2.1,1026.3,11/13/2020 7:44
125313,125311,MAE HONG SON,9/23/2019,22.5,32.8,WNW,16.68,14:33:00,,1026.3,11/13/2020 7:44
125529,125527,MAE HONG SON,9/25/2019,22.5,34.2,,14.83,10:10:00,,1026.3,11/13/2020 7:44
125745,125743,MAE HONG SON,9/27/2019,21.3,27.8,ENE,14.83,15:41:00,6.6,1057.6,11/13/2020 7:44
125851,125849,MAE HONG SON,9/28/2019,21.8,32.5,,11.12,14:30:00,,1057.6,11/13/2020 7:44
125963,125961,MAE HONG SON,9/29/2019,22.3,33,,11.12,18:19:00,,1057.6,11/13/2020 7:44
126399,126397,MAE HONG SON,10/3/2019,24.4,34.5,SE,11.12,15:48:00,,1057.6,11/13/2020 7:44
126501,126499,MAE HONG SON,10/4/2019,23.6,34.3,,16.68,23:44:00,5.5,1063.1,11/13/2020 7:44
126612,126610,MAE HONG SON,10/5/2019,23.9,32,ESE,20.39,0:00:00,1.2,1064.3,11/13/2020 7:44
126833,126831,MAE HONG SON,10/7/2019,23.1,31.6,,14.83,15:05:00,,1067.5,11/13/2020 7:44
126943,126941,MAE HONG SON,10/8/2019,23.7,32.4,ENE,37.07,14:05:00,3.1,1070.6,11/13/2020 7:44
127052,127050,MAE HONG SON,10/9/2019,23.8,32.9,E,12.97,18:11:00,,1070.6,11/13/2020 7:44
127278,127276,MAE HONG SON,10/11/2019,23.4,33.5,E,14.83,15:04:00,,1071.8,11/13/2020 7:44
127387,127385,MAE HONG SON,10/12/2019,23.3,33.9,ENE,9.27,15:24:00,,1071.8,11/13/2020 7:44
127495,127493,MAE HONG SON,10/13/2019,23.5,35,NNW,16.68,18:04:00,3.3,1075.1,11/13/2020 7:44
127604,127602,MAE HONG SON,10/14/2019,23.6,28.4,N,7.41,10:10:00,1.7,1076.8,11/13/2020 7:44
127826,127824,MAE HONG SON,10/16/2019,22.8,33.7,NNE,16.68,13:34:00,,1076.8,11/13/2020 7:44
128048,128046,MAE HONG SON,10/18/2019,23.7,32,N,16.68,17:27:00,,1084.1,11/13/2020 7:44
128157,128155,MAE HONG SON,10/19/2019,23.5,32.6,ESE,5.56,10:00:00,,1084.1,11/13/2020 7:44
128377,128375,MAE HONG SON,10/21/2019,23.0,33.6,,18.53,14:23:00,,1084.1,11/13/2020 7:44
128490,128488,MAE HONG SON,10/22/2019,23.2,33.7,,14.83,18:34:00,,1084.1,11/13/2020 7:44
128710,128708,MAE HONG SON,10/24/2019,23.2,33.9,E,12.97,17:49:00,2.5,1086.6,11/13/2020 7:44
128818,128816,MAE HONG SON,10/25/2019,23.1,32.4,,14.83,20:42:00,,1086.6,11/13/2020 7:44
129141,129139,MAE HONG SON,10/28/2019,23.6,34.3,W,11.12,13:28:00,,1086.6,11/13/2020 7:44
129472,129470,MAE HONG SON,10/31/2019,23.6,31.5,ENE,27.8,10:10:00,,1112.4,11/13/2020 7:44
129580,129578,MAE HONG SON,11/1/2019,23.2,30.4,SE,9.27,17:39:00,,1112.4,11/13/2020 7:44
129694,129692,MAE HONG SON,11/2/2019,21.8,30.5,SSE,11.12,13:12:00,,1112.4,11/13/2020 7:44
129804,129802,MAE HONG SON,11/3/2019,21.0,32.6,ESE,31.51,16:58:00,2.2,1114.6,11/13/2020 7:44
130024,130022,MAE HONG SON,11/5/2019,21.1,31.2,ESE,11.12,17:45:00,,1122.1,11/13/2020 7:44
130138,130136,MAE HONG SON,11/6/2019,21.4,31.6,SE,14.83,22:00:00,,1122.1,11/13/2020 7:44
130364,130362,MAE HONG SON,11/8/2019,22.0,27.1,,11.12,14:14:00,6.5,1128.6,11/13/2020 7:44
130468,130466,MAE HONG SON,11/9/2019,19.3,31.2,SE,9.27,18:08:00,,1128.6,11/13/2020 7:44
130686,130684,MAE HONG SON,11/11/2019,20.2,31.5,SE,14.83,18:00:00,,1128.6,11/13/2020 7:44
131017,131015,MAE HONG SON,11/14/2019,20.5,30.3,,9.27,11:18:00,,1128.6,11/13/2020 7:44
131133,131131,MAE HONG SON,11/15/2019,20.9,31.8,SSW,12.97,10:10:00,,1128.6,11/13/2020 7:44
131239,131237,MAE HONG SON,11/17/2019,21.0,31.3,SE,22.24,18:28:00,,1128.6,11/13/2020 7:44
131352,131350,MAE HONG SON,11/18/2019,21.5,31.1,ESE,14.83,18:39:00,,1128.6,11/13/2020 7:44
131573,131571,MAE HONG SON,11/20/2019,22.3,31,,27.8,0:00:00,,1128.6,11/13/2020 7:44
131798,131796,MAE HONG SON,11/22/2019,22.7,30.2,SE,12.97,18:02:00,,1128.6,11/13/2020 7:44
131908,131906,MAE HONG SON,11/23/2019,22.1,29.8,SE,14.83,18:00:00,,1128.6,11/13/2020 7:44
