,ID,STATION,DATE,MIN_TEMP,MAX_TEMP,MAX_WIND_DIRECTION,MAX_WIND_SPEED,MAX_WIND_TIME,RAINFALL_AMOUNT_24HR,RAINFALL_AMOUNT_YEAR_TO_DATE,TIMESTAMP
132015,132013,MAE HONG SON,11/24/2019,21.8,29.9,ESE,9.27,18:44:00,,1128.6,11/13/2020 7:44
132129,132127,MAE HONG SON,11/25/2019,21.8,30.3,ESE,16.68,18:04:00,,1128.6,11/13/2020 7:44
132244,132242,MAE HONG SON,11/26/2019,21.3,30.6,,12.97,14:43:00,,1128.6,11/13/2020 7:44
132353,132351,MAE HONG SON,11/27/2019,21.4,30.6,,9.27,17:51:00,,1128.6,11/13/2020 7:44
132581,132579,MAE HONG SON,11/29/2019,20.1,31,,12.97,18:17:00,,1128.6,11/13/2020 7:44
132695,132693,MAE HONG SON,11/30/2019,20.3,30,,11.12,18:35:00,,1128.6,11/13/2020 7:44
132913,132911,MAE HONG SON,12/2/2019,20.9,30,SE,14.83,18:44:00,,1128.6,11/13/2020 7:44
133021,133019,MAE HONG SON,12/3/2019,21.4,29.9,SE,12.97,17:59:00,,1128.6,11/13/2020 7:44
133135,133133,MAE HONG SON,12/4/2019,20.4,29.7,NW,14.83,12:16:00,,1128.6,11/13/2020 7:44
133250,133248,MAE HONG SON,12/5/2019,20.8,29.4,N,25.95,12:53:00,,1128.6,11/13/2020 7:44
133360,133358,MAE HONG SON,12/6/2019,20.5,27.4,NNE,25.95,14:08:00,,1128.6,11/13/2020 7:44
133583,133581,MAE HONG SON,12/8/2019,19.6,25,W,14.83,14:57:00,,1128.6,11/13/2020 7:44
133694,133692,MAE HONG SON,12/9/2019,18.8,25.2,W,12.97,14:26:00,,1128.6,11/13/2020 7:44
133913,133911,MAE HONG SON,12/11/2019,17.4,25.6,,12.97,17:39:00,,1128.6,11/13/2020 7:44
134139,134137,MAE HONG SON,12/13/2019,18.3,27,,12.97,17:37:00,,1128.6,11/13/2020 7:44
134253,134251,MAE HONG SON,12/14/2019,19.2,27.4,,12.97,18:20:00,,1128.6,11/13/2020 7:44
134584,134582,MAE HONG SON,12/17/2019,14.9,29,ESE,14.83,18:27:00,,1128.6,11/13/2020 7:44
134698,134696,MAE HONG SON,12/18/2019,14.4,29.4,E,14.83,18:24:00,,1128.6,11/13/2020 7:44
134920,134918,MAE HONG SON,12/20/2019,13.9,29.1,,12.97,17:41:00,,1128.6,11/13/2020 7:44
135027,135025,MAE HONG SON,12/21/2019,16.8,29.5,ESE,12.97,17:57:00,,1128.6,11/13/2020 7:44
135141,135139,MAE HONG SON,12/22/2019,15.7,28.7,SE,16.68,18:43:00,,1128.6,11/13/2020 7:44
135252,135250,MAE HONG SON,12/23/2019,13.2,28.5,SE,16.68,18:09:00,,1128.6,11/13/2020 7:44
135361,135359,MAE HONG SON,12/24/2019,12.4,28.2,SE,16.68,18:23:00,,1128.6,11/13/2020 7:44
135474,135472,MAE HONG SON,12/25/2019,14.2,28.9,ESE,12.97,18:35:00,,1128.6,11/13/2020 7:44
135585,135583,MAE HONG SON,12/26/2019,15.4,27.1,SE,12.97,18:45:00,,1128.6,11/13/2020 7:44
135697,135695,MAE HONG SON,12/27/2019,15.1,28.5,ESE,12.97,18:01:00,,1128.6,11/13/2020 7:44
135811,135809,MAE HONG SON,12/28/2019,16.8,28.8,S,33.36,17:43:00,7.8,1136.4,11/13/2020 7:44
135925,135923,MAE HONG SON,12/29/2019,19.3,28,,14.83,12:19:00,,1136.4,11/13/2020 7:44
136034,136032,MAE HONG SON,12/30/2019,19.1,28.4,E,11.12,17:46:00,,1136.4,11/13/2020 7:44
136150,136147,MAE HONG SON,12/31/2019,18.3,29.8,SE,12.97,18:56:00,,1136.4,11/13/2020 7:44
136259,136256,MAE HONG SON,1/1/2020,18.4,30.6,W,16.68,13:55:00,,0,11/13/2020 7:44
136484,136481,MAE HONG SON,1/3/2020,18.4,30.3,,16.68,18:35:00,,0,11/13/2020 7:44
136598,136595,MAE HONG SON,1/4/2020,18.9,30.4,SE,12.97,18:31:00,,0,11/13/2020 7:44
136709,136706,MAE HONG SON,1/5/2020,18,30.4,W,12.97,15:13:00,,0,11/13/2020 7:44
136935,136932,MAE HONG SON,1/7/2020,17.4,30,E,14.83,18:27:00,,0,11/13/2020 7:44
137050,137047,MAE HONG SON,1/8/2020,15,29.6,ESE,14.83,18:43:00,,0,11/13/2020 7:44
137282,137279,MAE HONG SON,1/10/2020,16.3,29.8,E,18.53,19:08:00,,0,11/13/2020 7:44
137398,137395,MAE HONG SON,1/11/2020,13.1,29.2,SSE,12.97,17:41:00,,0,11/13/2020 7:44
137624,137621,MAE HONG SON,1/13/2020,12.4,29.6,E,14.83,19:03:00,,0,11/13/2020 7:44
137737,137734,MAE HONG SON,1/14/2020,13.4,30,,12.97,13:42:00,,0,11/13/2020 7:44
137853,137850,MAE HONG SON,1/15/2020,13.6,29.4,ESE,16.68,18:28:00,,0,11/13/2020 7:44
137969,137966,MAE HONG SON,1/16/2020,12.8,29.7,,14.83,18:32:00,,0,11/13/2020 7:44
138087,138084,MAE HONG SON,1/17/2020,12.3,29,,14.83,18:24:00,,0,11/13/2020 7:44
138318,138315,MAE HONG SON,1/19/2020,13,30.1,SE,16.68,18:38:00,,0,11/13/2020 7:44
138430,138427,MAE HONG SON,1/20/2020,11.4,30.5,,12.97,18:11:00,,0,11/13/2020 7:44
138666,138663,MAE HONG SON,1/22/2020,14.7,31.8,SE,16.68,18:27:00,,0,11/13/2020 7:44
138782,138779,MAE HONG SON,1/23/2020,13,31.6,ESE,12.97,18:26:00,,0,11/13/2020 7:44
138898,138895,MAE HONG SON,1/24/2020,11,29.6,ESE,14.83,17:34:00,,0,11/13/2020 7:44
139015,139012,MAE HONG SON,1/25/2020,9.3,30.6,W,20.39,15:15:00,,0,11/13/2020 7:44
139130,139127,MAE HONG SON,1/26/2020,8.2,28,SE,14.83,19:20:00,,0,11/13/2020 7:44
139360,139357,MAE HONG SON,1/28/2020,9.5,28.5,ESE,14.83,18:45:00,,0,11/13/2020 7:44
139477,139474,MAE HONG SON,1/29/2020,10.6,29.8,ESE,14.83,18:59:00,,0,11/13/2020 7:44
139705,139702,MAE HONG SON,1/31/2020,14,31.5,,12.97,13:19:00,,0,11/13/2020 7:44
139823,139820,MAE HONG SON,2/1/2020,15,31.4,W,14.83,14:24:00,,0,11/13/2020 7:44
140051,140048,MAE HONG SON,2/3/2020,13.6,32.5,SE,18.53,15:54:00,,0,11/13/2020 7:44
140166,140163,MAE HONG SON,2/4/2020,12,31.4,ENE,12.97,19:23:00,,0,11/13/2020 7:44
140400,140397,MAE HONG SON,2/6/2020,12.4,31.8,E,12.97,18:46:00,,0,11/13/2020 7:44
140517,140514,MAE HONG SON,2/7/2020,12.9,32.8,ESE,12.97,19:08:00,,0,11/13/2020 7:44
140635,140632,MAE HONG SON,2/8/2020,14.2,32.8,ESE,12.97,18:42:00,,0,11/13/2020 7:44
140752,140749,MAE HONG SON,2/9/2020,16.6,33,ESE,12.97,18:52:00,,0,11/13/2020 7:44
140869,140866,MAE HONG SON,2/10/2020,19.5,33.5,WNW,14.83,12:49:00,,0,11/13/2020 7:44
140989,140986,MAE HONG SON,2/11/2020,16.4,35,ESE,16.68,19:19:00,,0,11/13/2020 7:44
141102,141099,MAE HONG SON,2/12/2020,12.7,33.6,,14.83,15:39:00,,0,11/13/2020 7:44
141216,141213,MAE HONG SON,2/13/2020,12.1,33.6,W,20.39,15:03:00,,0,11/13/2020 7:44
141337,141334,MAE HONG SON,2/14/2020,12,33.6,,18.53,19:39:00,,0,11/13/2020 7:44
141570,141567,MAE HONG SON,2/16/2020,14.1,33.1,SE,14.83,19:26:00,,0,11/13/2020 7:44
141688,141685,MAE HONG SON,2/17/2020,13.6,33.2,ESE,14.83,18:40:00,,0,11/13/2020 7:44
141799,141796,MAE HONG SON,2/18/2020,13.6,34.2,SE,24.09,17:02:00,,0,11/13/2020 7:44
141916,141913,MAE HONG SON,2/19/2020,15.9,33.8,,12.97,18:41:00,,0,11/13/2020 7:44
142031,142028,MAE HONG SON,2/20/2020,15.6,33.9,WNW,20.39,13:58:00,,0,11/13/2020 7:44
142149,142146,MAE HONG SON,2/21/2020,15.5,34.2,ESE,11.12,18:43:00,,0,11/13/2020 7:44
142266,142263,MAE HONG SON,2/22/2020,16.4,34,NNE,14.83,14:52:00,,0,11/13/2020 7:44
142496,142493,MAE HONG SON,2/24/2020,18.2,34.5,SE,12.97,18:57:00,,0,11/13/2020 7:44
142613,142610,MAE HONG SON,2/25/2020,16,34.4,SE,12.97,18:56:00,,0,11/13/2020 7:44
142840,142837,MAE HONG SON,2/27/2020,16.8,32.1,,16.68,19:53:00,,0,11/13/2020 7:44
142955,142952,MAE HONG SON,2/28/2020,16.6,34,ESE,12.97,18:48:00,,0,11/13/2020 7:44
143191,143188,MAE HONG SON,3/1/2020,15.4,35.5,ESE,12.97,18:50:00,,0,11/13/2020 7:44
143307,143304,MAE HONG SON,3/2/2020,16,35.9,ESE,14.83,18:34:00,,0,11/13/2020 7:44
143538,143535,MAE HONG SON,3/4/2020,18.4,34.7,SSE,20.39,16:03:00,,0.1,11/13/2020 7:44
143655,143652,MAE HONG SON,3/5/2020,17,35.7,WNW,14.83,12:20:00,,0.1,11/13/2020 7:44
143774,143771,MAE HONG SON,3/6/2020,16.7,36.7,NW,18.53,14:07:00,,0.1,11/13/2020 7:44
143891,143888,MAE HONG SON,3/7/2020,18,36.5,SE,14.83,19:31:00,,0.1,11/13/2020 7:44
144008,144005,MAE HONG SON,3/8/2020,18.3,37,ESE,16.68,21:36:00,,0.1,11/13/2020 7:44
144244,144241,MAE HONG SON,3/10/2020,16.5,36.5,SE,14.83,18:55:00,,0.1,11/13/2020 7:44
144361,144358,MAE HONG SON,3/11/2020,18.1,39,SSE,14.83,15:32:00,,0.1,11/13/2020 7:44
144598,144595,MAE HONG SON,3/13/2020,19.2,39.2,,18.53,18:43:00,,0.1,11/13/2020 7:44
144713,144710,MAE HONG SON,3/14/2020,19.9,39.1,E,14.83,14:09:00,,0.1,11/13/2020 7:44
144944,144941,MAE HONG SON,3/16/2020,20.8,39.7,NW,16.68,14:13:00,,0.1,11/13/2020 7:44
145063,145060,MAE HONG SON,3/17/2020,18.6,39.5,W,14.83,16:38:00,,0.1,11/13/2020 7:44
145180,145177,MAE HONG SON,3/18/2020,20,39.4,ESE,16.68,13:31:00,,0.1,11/13/2020 7:44
145299,145296,MAE HONG SON,3/19/2020,19.3,38.2,SE,14.83,18:35:00,,0.1,11/13/2020 7:44
145419,145416,MAE HONG SON,3/20/2020,20.7,38.6,SE,22.24,0:00:00,,0.1,11/13/2020 7:44
145537,145534,MAE HONG SON,3/21/2020,23.4,37.7,SE,22.24,17:02:00,,0.1,11/13/2020 7:44
145654,145651,MAE HONG SON,3/22/2020,19.7,38.5,SSE,16.68,17:50:00,,0.1,11/13/2020 7:44
145769,145766,MAE HONG SON,3/24/2020,18.7,39.2,S,16.68,12:28:00,,0.1,11/13/2020 7:44
145886,145883,MAE HONG SON,3/25/2020,17.6,39.3,NW,24.09,15:37:00,,0.1,11/13/2020 7:44
146003,146000,MAE HONG SON,3/26/2020,18.5,39.2,ESE,20.39,12:09:00,,0.1,11/13/2020 7:44
146119,146116,MAE HONG SON,3/27/2020,19,39.4,NW,14.83,14:41:00,,0.1,11/13/2020 7:44
146235,146232,MAE HONG SON,3/29/2020,22.5,41.3,SSE,14.83,15:01:00,,0.1,11/13/2020 7:44
146474,146471,MAE HONG SON,3/31/2020,24.9,41.5,W,14.83,15:28:00,,0.1,11/13/2020 7:44
146591,146588,MAE HONG SON,4/1/2020,23.6,40.7,WNW,20.39,14:26:00,,0.1,11/13/2020 7:44
146820,146817,MAE HONG SON,4/3/2020,22.2,41.3,NW,24.09,16:28:00,,0.1,11/13/2020 7:44
146936,146933,MAE HONG SON,4/4/2020,21.4,40.6,ESE,16.68,13:58:00,,0.1,11/13/2020 7:44
147057,147054,MAE HONG SON,4/5/2020,22.4,41.4,SSE,14.83,13:40:00,,0.1,11/13/2020 7:44
147170,147167,MAE HONG SON,4/6/2020,22.4,40.8,W,22.24,16:24:00,,0.1,11/13/2020 7:44
147290,147287,MAE HONG SON,4/7/2020,23.7,40,WNW,20.39,9:31:00,,0.1,11/13/2020 7:44
147406,147403,MAE HONG SON,4/8/2020,23,39.7,W,14.83,13:01:00,,0.1,11/13/2020 7:44
147523,147520,MAE HONG SON,4/9/2020,23.7,39.5,,16.68,14:56:00,,0.1,11/13/2020 7:44
147642,147639,MAE HONG SON,4/10/2020,20.5,40.4,SE,22.24,13:05:00,,0.1,11/13/2020 7:44
147762,147759,MAE HONG SON,4/11/2020,22.6,40.3,WNW,33.36,20:02:00,1.4,1.5,11/13/2020 7:44
147879,147876,MAE HONG SON,4/12/2020,22.7,40.4,WNW,14.83,14:45:00,,1.5,11/13/2020 7:44
147998,147995,MAE HONG SON,4/13/2020,21.4,40.1,SW,18.53,15:08:00,,1.5,11/13/2020 7:44
148357,148354,MAE HONG SON,4/16/2020,21,40.9,,20.39,19:07:00,,4.6,11/13/2020 7:44
148475,148472,MAE HONG SON,4/17/2020,23.9,41.1,W,20.39,14:29:00,,4.6,11/13/2020 7:44
148595,148592,MAE HONG SON,4/18/2020,23.8,41.2,WNW,14.83,16:23:00,,4.6,11/13/2020 7:44
148712,148709,MAE HONG SON,4/19/2020,24.6,41.9,SSW,24.09,19:35:00,,4.6,11/13/2020 7:44
148828,148825,MAE HONG SON,4/21/2020,22.9,43.3,WSW,20.39,13:18:00,,4.6,11/13/2020 7:44
149064,149061,MAE HONG SON,4/23/2020,24,43,W,20.39,12:29:00,,4.6,11/13/2020 7:44
149183,149180,MAE HONG SON,4/24/2020,23.6,40.8,W,22.24,16:45:00,,4.6,11/13/2020 7:44
149298,149295,MAE HONG SON,4/25/2020,24.1,40.5,SE,25.95,15:41:00,22.5,27.1,11/13/2020 7:44
149532,149529,MAE HONG SON,4/27/2020,22.1,35.7,SE,29.65,16:06:00,24.1,56.9,11/13/2020 7:44
149646,149643,MAE HONG SON,4/28/2020,22.1,35.2,SE,29.65,15:28:00,41.1,98,11/13/2020 7:44
149763,149760,MAE HONG SON,4/29/2020,21.8,35.6,S,22.24,16:56:00,5.6,103.6,11/13/2020 7:44
149880,149877,MAE HONG SON,7/16/2020,35.5,24.6,W,14.83,12:48:00,,338.8,7/16/2020 5:29
150125,150122,MAE HONG SON,7/18/2020,36,26.1,,16.68,12:11:00,1.8,340.6,7/18/2020 3:30
150361,150358,MAE HONG SON,7/21/2020,34.5,25.3,WNW,16.68,11:49:00,3.2,346.3,7/21/2020 3:30
150485,150482,MAE HONG SON,7/22/2020,27.6,25.2,W,9.27,16:31:00,3.9,350.2,7/22/2020 3:30
150602,150599,MAE HONG SON,7/24/2020,36.4,24.5,WNW,20.39,12:50:00,,350.2,7/24/2020 3:30
150843,150840,MAE HONG SON,7/27/2020,36.2,25.4,ENE,11.12,14:57:00,,351.5,7/27/2020 3:30
150955,150952,MAE HONG SON,7/28/2020,35.8,25.7,NNW,22.24,22:08:00,39.3,390.8,7/28/2020 3:30
151186,151183,MAE HONG SON,7/31/2020,34.9,24,S,12.97,22:15:00,,412.6,7/31/2020 3:30
151311,151308,MAE HONG SON,8/1/2020,35.3,25.2,WSW,16.68,16:05:00,,412.6,8/1/2020 3:30
151429,151426,MAE HONG SON,8/2/2020,35,26.5,W,14.83,16:25:00,5.1,417.7,8/2/2020 3:30
151662,151659,MAE HONG SON,8/5/2020,32,24.5,SE,16.68,17:46:00,3.1,481.6,8/5/2020 3:30
151775,151772,MAE HONG SON,8/6/2020,31.7,24.5,SE,22.24,15:22:00,0.9,482.5,8/6/2020 3:30
151891,151888,MAE HONG SON,8/7/2020,31.8,24.5,WNW,14.83,14:18:00,9.8,492.3,8/7/2020 3:30
152009,152006,MAE HONG SON,8/8/2020,33.7,25,W,12.97,13:20:00,1.9,494.2,8/8/2020 3:30
152124,152121,MAE HONG SON,8/9/2020,33.9,24.8,W,16.68,14:25:00,7.2,501.4,8/9/2020 3:30
152360,152357,MAE HONG SON,8/11/2020,32.9,24.8,ESE,12.97,9:51:00,0.9,502.5,8/11/2020 3:30
152479,152476,MAE HONG SON,8/12/2020,31.7,24.8,WNW,16.68,19:28:00,22.3,524.8,8/12/2020 3:30
152829,152826,MAE HONG SON,8/19/2020,28,23.4,NNW,11.12,15:45:00,2.1,552.7,8/19/2020 3:30
152948,152945,MAE HONG SON,8/20/2020,29.2,23.1,NNE,12.97,16:32:00,0.5,553.2,8/20/2020 3:30
153068,153065,MAE HONG SON,8/21/2020,32.5,24,E,11.12,22:20:00,15.2,568.4,8/21/2020 3:30
153314,153311,MAE HONG SON,8/23/2020,32.2,23.5,W,12.97,22:20:00,19.1,646.6,8/23/2020 3:30
153546,153543,MAE HONG SON,8/25/2020,29.6,23.3,ESE,5.56,22:58:00,2.2,692.3,8/25/2020 3:30
153778,153775,MAE HONG SON,8/27/2020,32,23.7,SSE,11.12,13:02:00,2.3,699.8,8/27/2020 3:30
154011,154008,MAE HONG SON,8/29/2020,35.7,23.7,WNW,37.07,21:23:00,66.7,766.5,8/29/2020 3:30
154128,154125,MAE HONG SON,8/30/2020,34.8,21.9,W,27.8,19:52:00,40,806.5,8/30/2020 3:30
154249,154246,MAE HONG SON,8/31/2020,34,22.5,WNW,12.97,15:42:00,4.9,811.4,8/31/2020 3:30
154369,154366,MAE HONG SON,9/3/2020,34.9,23.1,SSE,12.97,19:07:00,,820.9,9/3/2020 3:30
154488,154485,MAE HONG SON,9/5/2020,34,23.8,WNW,12.97,13:15:00,,820.9,9/5/2020 3:30
154608,154605,MAE HONG SON,9/6/2020,35.1,23.4,SE,20.39,19:23:00,,820.9,9/6/2020 3:30
154727,154724,MAE HONG SON,9/7/2020,34.9,23.8,S,12.97,18:14:00,,820.9,9/7/2020 3:30
154844,154841,MAE HONG SON,9/8/2020,32.5,25.1,SE,14.83,15:39:00,1.9,822.8,9/8/2020 3:30
154961,154958,MAE HONG SON,9/9/2020,32,25.1,SSE,18.53,16:43:00,14.2,837,9/9/2020 3:30
155078,155075,MAE HONG SON,9/11/2020,33.6,24.5,W,12.97,13:27:00,,837.1,9/11/2020 3:30
155316,155313,MAE HONG SON,9/13/2020,34.9,24.5,SE,12.97,17:46:00,0.1,838.3,9/13/2020 3:30
155430,155427,MAE HONG SON,9/14/2020,34.5,24.7,SE,24.09,19:26:00,5.3,843.6,9/14/2020 3:30
155553,155550,MAE HONG SON,9/15/2020,33.8,24.2,ESE,14.83,15:06:00,5.3,848.9,9/15/2020 3:30
155675,155672,MAE HONG SON,9/16/2020,34.8,24.5,WNW,14.83,13:13:00,,848.9,9/16/2020 3:30
155795,155792,MAE HONG SON,9/18/2020,35.5,24.8,WNW,16.68,13:17:00,0.1,849,9/18/2020 3:30
155917,155914,MAE HONG SON,9/20/2020,32.1,25.9,NNE,24.09,17:32:00,17.5,866.5,9/20/2020 3:30
156036,156033,MAE HONG SON,9/21/2020,31.1,24.6,SSE,16.68,14:53:00,17.5,884,9/21/2020 3:30
156155,156152,MAE HONG SON,9/23/2020,33.6,24.4,N,16.68,22:23:00,,885.6,9/23/2020 3:30
156276,156273,MAE HONG SON,9/24/2020,34.6,24.4,W,12.97,12:29:00,0.5,886.1,9/24/2020 3:30
156393,156390,MAE HONG SON,9/26/2020,32.6,24.8,WNW,18.53,16:17:00,0.9,903.2,9/26/2020 3:30
156510,156507,MAE HONG SON,9/27/2020,33.2,24.6,,12.97,17:56:00,1.4,904.6,9/27/2020 3:30
156631,156628,MAE HONG SON,9/29/2020,34.1,24.4,NNE,14.83,17:08:00,4.1,908.7,9/29/2020 3:30
156752,156749,MAE HONG SON,9/30/2020,33,24.7,ESE,11.12,10:34:00,2.4,911.1,9/30/2020 3:30
156872,156869,MAE HONG SON,10/1/2020,32.7,25.2,E,16.68,15:08:00,6.1,917.2,10/1/2020 3:30
156993,156990,MAE HONG SON,10/2/2020,33.2,24.3,ESE,22.24,15:48:00,0.6,917.8,10/2/2020 3:30
157114,157111,MAE HONG SON,10/3/2020,32.7,24.4,SSE,12.97,13:37:00,,917.8,10/3/2020 3:30
157235,157232,MAE HONG SON,10/5/2020,32,24.7,E,16.68,15:13:00,17.3,935.3,10/5/2020 3:30
157354,157351,MAE HONG SON,10/8/2020,34.7,24.3,,12.97,15:42:00,,945.6,10/8/2020 3:30
157473,157470,MAE HONG SON,10/12/2020,34.5,22,W,12.97,15:53:00,,945.7,10/12/2020 3:30
157593,157590,MAE HONG SON,10/14/2020,32.2,21.2,,11.12,10:44:00,,945.7,10/14/2020 3:30
157713,157710,MAE HONG SON,10/21/2020,30,22.7,NW,14.83,18:31:00,,946.4,10/21/2020 3:30
157833,157830,MAE HONG SON,10/29/2020,31.7,21.6,,24.09,14:33:00,4.3,950.7,10/29/2020 3:30
157950,157947,MAE HONG SON,10/30/2020,32.6,21.1,NNE,22.24,18:42:00,,950.7,10/30/2020 3:30
158070,158067,MAE HONG SON,10/31/2020,29.3,23.4,NNE,22.24,10:51:00,0.2,950.9,10/31/2020 3:30
158192,158189,MAE HONG SON,11/1/2020,31.3,23.1,ESE,11.12,11:07:00,,950.9,11/1/2020 3:30
158308,158305,MAE HONG SON,11/2/2020,32.1,23,E,14.83,12:35:00,,950.9,11/2/2020 3:30
158426,158423,MAE HONG SON,11/3/2020,31.4,22.6,E,11.12,13:07:00,,950.9,11/3/2020 3:30
158544,158541,MAE HONG SON,11/4/2020,33.9,23,WNW,12.97,12:12:00,30.9,981.8,11/4/2020 3:31
158662,158659,MAE HONG SON,11/7/2020,33.8,21.9,SSE,12.97,16:40:00,,982.1,11/7/2020 3:30
158782,158779,MAE HONG SON,11/10/2020,32.2,21.1,W,16.68,13:46:00,,982.1,11/10/2020 3:30
158902,158899,MAE HONG SON,11/11/2020,32.7,18.2,NNW,18.53,12:31:00,,982.1,11/11/2020 3:30
159024,159021,MAE HONG SON,11/13/2020,31.7,18.4,W,12.97,13:54:00,,982.1,11/13/2020 3:30
159147,159144,MAE HONG SON,11/14/2020,21.8,31.5,N,3.71,0:00:00,,982.1,11/14/2020 10:42
159265,159262,MAE HONG SON,11/15/2020,20.1,32.5,WNW,14.83,13:46:00,,982.1,11/15/2020 20:36
159387,159384,MAE HONG SON,11/16/2020,18.4,31.4,W,12.97,15:11:00,,982.1,11/16/2020 20:12
